image1,image2,level_0,level_1,level_2,level_3,level_4,level_5,level_6,model,category1,category2
badlands_118.pkl,badlands_4.pkl,0.38096404,0.32964635,0.24496777,0.22509581,0.15640415,0.5084401,0.62019444,VGG,badlands,badlands
badlands_118.pkl,badlands_40.pkl,0.454338,0.32833207,0.2585013,0.2440663,0.2079213,0.5506506,0.6141365,VGG,badlands,badlands
badlands_118.pkl,badlands_41.pkl,0.34646475,0.29384202,0.2210311,0.16239241,0.17265727,0.42357776,0.37265903,VGG,badlands,badlands
badlands_118.pkl,badlands_42.pkl,0.46004048,0.33406872,0.23749626,0.22313267,0.21761891,0.48790532,0.5019603,VGG,badlands,badlands
badlands_118.pkl,badlands_43.pkl,0.4268514,0.33769542,0.26744422,0.22868755,0.17240885,0.521722,0.55483997,VGG,badlands,badlands
badlands_118.pkl,badlands_44.pkl,0.35272092,0.2965305,0.21433473,0.19172674,0.25561085,0.5626682,0.6411144,VGG,badlands,badlands
badlands_118.pkl,badlands_45.pkl,0.44089842,0.34493938,0.255676,0.21916363,0.23359303,0.45819753,0.46488193,VGG,badlands,badlands
badlands_118.pkl,badlands_46.pkl,0.3910819,0.3233812,0.25493062,0.22978339,0.25035512,0.58343625,0.68293154,VGG,badlands,badlands
badlands_118.pkl,badlands_47.pkl,0.39222682,0.3323985,0.2643609,0.2508548,0.2767878,0.59940034,0.6915265,VGG,badlands,badlands
badlands_118.pkl,badlands_48.pkl,0.40298337,0.2893718,0.22488827,0.20427799,0.1867712,0.5572579,0.71519697,VGG,badlands,badlands
badlands_118.pkl,badlands_49.pkl,0.4986515,0.36556932,0.28039902,0.2755813,0.30077493,0.58722466,0.5619821,VGG,badlands,badlands
badlands_118.pkl,badlands_5.pkl,0.47982827,0.33841524,0.27236706,0.28188694,0.3045824,0.5957402,0.5998457,VGG,badlands,badlands
badlands_118.pkl,badlands_50.pkl,0.44126615,0.34001163,0.24795714,0.23514907,0.21215823,0.51337516,0.529721,VGG,badlands,badlands
badlands_118.pkl,badlands_51.pkl,0.41457275,0.34951937,0.2646104,0.20193273,0.185157,0.4333499,0.5119606,VGG,badlands,badlands
badlands_118.pkl,badlands_52.pkl,0.38115236,0.31442636,0.24483454,0.23111083,0.23960072,0.5228765,0.6184621,VGG,badlands,badlands
badlands_118.pkl,badlands_53.pkl,0.3522688,0.28386772,0.21903163,0.21635608,0.24906808,0.6012614,0.7107813,VGG,badlands,badlands
badlands_118.pkl,badlands_54.pkl,0.33266157,0.29409444,0.2201876,0.20067126,0.19036734,0.5359198,0.58594847,VGG,badlands,badlands
badlands_118.pkl,badlands_55.pkl,0.43003362,0.34285718,0.275958,0.2867809,0.33335716,0.6451104,0.66290975,VGG,badlands,badlands
badlands_118.pkl,badlands_56.pkl,0.42595628,0.34509018,0.2735904,0.26564205,0.23473702,0.6056962,0.6775902,VGG,badlands,badlands
badlands_118.pkl,badlands_57.pkl,0.3464682,0.2919257,0.22606379,0.19169715,0.14017287,0.46283716,0.54853886,VGG,badlands,badlands
badlands_118.pkl,badlands_58.pkl,0.3738821,0.33042207,0.27774084,0.26598343,0.2807824,0.6535654,0.7260121,VGG,badlands,badlands
badlands_118.pkl,badlands_59.pkl,0.41722175,0.3396498,0.26001433,0.21562979,0.2081616,0.5476899,0.6130717,VGG,badlands,badlands
badlands_118.pkl,badlands_6.pkl,0.33735493,0.30063778,0.23190613,0.19213142,0.17472702,0.5199349,0.58067644,VGG,badlands,badlands
badlands_118.pkl,badlands_60.pkl,0.43272698,0.31616923,0.23792887,0.24029934,0.2506676,0.6815168,0.7448939,VGG,badlands,badlands
badlands_118.pkl,badlands_61.pkl,0.48590818,0.37739047,0.31064552,0.3283048,0.35501996,0.63738257,0.63951606,VGG,badlands,badlands
badlands_118.pkl,badlands_62.pkl,0.3353808,0.29030803,0.22193062,0.18918335,0.17009439,0.45120275,0.45958346,VGG,badlands,badlands
badlands_118.pkl,badlands_63.pkl,0.46603367,0.3384511,0.27245578,0.3053343,0.36643922,0.61155605,0.6557332,VGG,badlands,badlands
badlands_118.pkl,badlands_64.pkl,0.39851752,0.30187815,0.23476337,0.17871161,0.12918425,0.5024872,0.4805972,VGG,badlands,badlands
badlands_118.pkl,badlands_65.pkl,0.38974684,0.32978496,0.26002133,0.24605499,0.2190188,0.5891562,0.62749183,VGG,badlands,badlands
badlands_118.pkl,badlands_66.pkl,0.40984,0.32063118,0.22928269,0.18856387,0.23181583,0.6027528,0.70774573,VGG,badlands,badlands
badlands_118.pkl,badlands_67.pkl,0.42892677,0.31098157,0.24295509,0.2017166,0.13856746,0.4355082,0.5743091,VGG,badlands,badlands
badlands_118.pkl,badlands_68.pkl,0.3727906,0.32372013,0.24692939,0.21626544,0.24518096,0.54037404,0.6899614,VGG,badlands,badlands
badlands_118.pkl,badlands_69.pkl,0.38194677,0.30300313,0.2256283,0.18498608,0.2335897,0.5428251,0.5875776,VGG,badlands,badlands
badlands_118.pkl,badlands_7.pkl,0.44111443,0.34440744,0.2741335,0.27732843,0.274062,0.54713106,0.57738,VGG,badlands,badlands
badlands_118.pkl,badlands_70.pkl,0.37763965,0.29756415,0.22944166,0.20776314,0.23092736,0.59581774,0.70346165,VGG,badlands,badlands
badlands_118.pkl,badlands_71.pkl,0.3946733,0.3259747,0.24731806,0.2441459,0.2611494,0.6031559,0.67225033,VGG,badlands,badlands
badlands_118.pkl,badlands_72.pkl,0.3755052,0.28970677,0.22091007,0.20484197,0.2703077,0.57977194,0.68003327,VGG,badlands,badlands
badlands_118.pkl,badlands_73.pkl,0.39815426,0.3422075,0.23141883,0.15702337,0.10499894,0.37957928,0.45449388,VGG,badlands,badlands
badlands_118.pkl,badlands_74.pkl,0.43397433,0.3610763,0.2870342,0.26645115,0.27005,0.5457796,0.5708028,VGG,badlands,badlands
badlands_118.pkl,badlands_75.pkl,0.40355873,0.3192104,0.23351984,0.18688399,0.18758544,0.47806457,0.53772205,VGG,badlands,badlands
badlands_118.pkl,badlands_76.pkl,0.46477473,0.34047198,0.23521718,0.19256328,0.21048161,0.56004184,0.6629725,VGG,badlands,badlands
badlands_118.pkl,badlands_77.pkl,0.43531352,0.36168802,0.29120016,0.2956886,0.31478238,0.6039239,0.6205861,VGG,badlands,badlands
badlands_118.pkl,badlands_78.pkl,0.46204787,0.36543036,0.28153998,0.29545957,0.36429447,0.581921,0.5969484,VGG,badlands,badlands
badlands_118.pkl,badlands_79.pkl,0.46264327,0.31487757,0.24474129,0.20267402,0.16244599,0.46513918,0.53107023,VGG,badlands,badlands
badlands_118.pkl,badlands_8.pkl,0.42913347,0.30913234,0.24615616,0.22653972,0.2635902,0.45865315,0.44469678,VGG,badlands,badlands
badlands_118.pkl,badlands_80.pkl,0.34853104,0.2953358,0.21476267,0.18406717,0.17835906,0.5062214,0.55321157,VGG,badlands,badlands
badlands_118.pkl,badlands_81.pkl,0.37564683,0.30912578,0.2400577,0.20782794,0.25241783,0.5893634,0.6210046,VGG,badlands,badlands
badlands_118.pkl,badlands_82.pkl,0.36659276,0.31883112,0.23208323,0.1795992,0.14623296,0.43586916,0.51228213,VGG,badlands,badlands
badlands_118.pkl,badlands_83.pkl,0.49982166,0.33779263,0.2478038,0.213565,0.18017256,0.5613704,0.6821802,VGG,badlands,badlands
badlands_118.pkl,badlands_84.pkl,0.4581079,0.32059234,0.22759998,0.19731763,0.25584367,0.5738901,0.61999243,VGG,badlands,badlands
badlands_118.pkl,badlands_85.pkl,0.4625083,0.36362016,0.28321692,0.2999604,0.31171742,0.58312464,0.54275566,VGG,badlands,badlands
badlands_118.pkl,badlands_86.pkl,0.44517606,0.36299405,0.2768523,0.24048193,0.23047997,0.54923743,0.5986513,VGG,badlands,badlands
badlands_118.pkl,badlands_87.pkl,0.43126148,0.35276854,0.28721356,0.27377453,0.29829967,0.70226747,0.7842477,VGG,badlands,badlands
badlands_118.pkl,badlands_88.pkl,0.5679526,0.38653225,0.3040775,0.31673014,0.35452577,0.5985193,0.6143136,VGG,badlands,badlands
badlands_118.pkl,badlands_89.pkl,0.4415818,0.3642093,0.2726383,0.256873,0.2007105,0.51626915,0.5602885,VGG,badlands,badlands
badlands_118.pkl,badlands_9.pkl,0.41675064,0.30615723,0.23596622,0.20813367,0.25860035,0.53687626,0.54134655,VGG,badlands,badlands
badlands_118.pkl,badlands_90.pkl,0.31050974,0.2636752,0.20389616,0.14252256,0.08422057,0.45151705,0.53374726,VGG,badlands,badlands
badlands_118.pkl,badlands_91.pkl,0.39605257,0.29733318,0.20141622,0.17589226,0.1337644,0.41592312,0.5237862,VGG,badlands,badlands
badlands_118.pkl,badlands_92.pkl,0.4412712,0.3344248,0.24568363,0.25885415,0.25385067,0.5393731,0.59969634,VGG,badlands,badlands
badlands_118.pkl,badlands_93.pkl,0.3832531,0.3290465,0.2457617,0.22351426,0.14232981,0.45415562,0.52757204,VGG,badlands,badlands
badlands_118.pkl,badlands_94.pkl,0.43617234,0.33342165,0.2470834,0.19621031,0.17831355,0.39568198,0.41728103,VGG,badlands,badlands
badlands_118.pkl,badlands_95.pkl,0.36865914,0.3463509,0.22755525,0.16481584,0.10415158,0.42434588,0.4886787,VGG,badlands,badlands
badlands_118.pkl,badlands_96.pkl,0.39195383,0.33884993,0.28923246,0.26271594,0.26188245,0.5723843,0.5576909,VGG,badlands,badlands
badlands_118.pkl,badlands_97.pkl,0.39598793,0.34285828,0.23531935,0.19531786,0.13146853,0.42806283,0.45969608,VGG,badlands,badlands
badlands_118.pkl,badlands_98.pkl,0.53065753,0.3568266,0.27781847,0.2926283,0.39935267,0.72964466,0.7665776,VGG,badlands,badlands
badlands_118.pkl,badlands_99.pkl,0.44886965,0.3356176,0.24393612,0.228646,0.16534242,0.51687247,0.62018657,VGG,badlands,badlands
badlands_119.pkl,badlands_12.pkl,0.49730915,0.363892,0.24521142,0.19297934,0.30783755,0.52962434,0.57015944,VGG,badlands,badlands
badlands_119.pkl,badlands_120.pkl,0.4145945,0.31082645,0.2357956,0.20794743,0.26086333,0.5560028,0.5702789,VGG,badlands,badlands
badlands_119.pkl,badlands_121.pkl,0.30628535,0.27151048,0.19611993,0.15095097,0.15449995,0.50135314,0.55597585,VGG,badlands,badlands
badlands_119.pkl,badlands_122.pkl,0.42412353,0.32334,0.21563977,0.17027222,0.24331504,0.54235035,0.5749154,VGG,badlands,badlands
badlands_119.pkl,badlands_123.pkl,0.5265215,0.36640242,0.26165885,0.22692093,0.28794107,0.6048365,0.63774955,VGG,badlands,badlands
badlands_119.pkl,badlands_124.pkl,0.40262052,0.3207864,0.22794303,0.20270257,0.31454918,0.62052435,0.67717355,VGG,badlands,badlands
badlands_119.pkl,badlands_125.pkl,0.42135262,0.34338322,0.26409176,0.23628578,0.27649382,0.58028543,0.6248324,VGG,badlands,badlands
badlands_119.pkl,badlands_126.pkl,0.38983098,0.27335203,0.1952124,0.1608182,0.1606568,0.51434076,0.6553848,VGG,badlands,badlands
badlands_119.pkl,badlands_127.pkl,0.4879105,0.34877157,0.27239826,0.31430694,0.43390888,0.64543265,0.7022925,VGG,badlands,badlands
badlands_119.pkl,badlands_128.pkl,0.375034,0.32152215,0.2506887,0.19989595,0.22752078,0.53078496,0.62116385,VGG,badlands,badlands
badlands_119.pkl,badlands_129.pkl,0.36017856,0.2741287,0.20601094,0.19283777,0.26278228,0.49392393,0.5683881,VGG,badlands,badlands
badlands_119.pkl,badlands_13.pkl,0.35194594,0.32061833,0.22264068,0.15761581,0.09802921,0.40233892,0.4923929,VGG,badlands,badlands
badlands_119.pkl,badlands_130.pkl,0.36367154,0.3194305,0.24352804,0.21290907,0.25695682,0.5376562,0.5663314,VGG,badlands,badlands
badlands_119.pkl,badlands_131.pkl,0.38687027,0.28811494,0.21441999,0.1712068,0.23545392,0.5069028,0.5117005,VGG,badlands,badlands
badlands_119.pkl,badlands_132.pkl,0.41883606,0.31948695,0.22979237,0.21172094,0.28311715,0.63054776,0.67406666,VGG,badlands,badlands
badlands_119.pkl,badlands_133.pkl,0.32996774,0.30164525,0.21524902,0.15413956,0.12433213,0.47021228,0.5176148,VGG,badlands,badlands
badlands_119.pkl,badlands_134.pkl,0.41172522,0.3072758,0.19972704,0.14858606,0.21688624,0.52454394,0.60930216,VGG,badlands,badlands
badlands_119.pkl,badlands_135.pkl,0.33928323,0.25904983,0.18857595,0.13131112,0.21057835,0.45560923,0.5225362,VGG,badlands,badlands
badlands_119.pkl,badlands_136.pkl,0.3990071,0.31912234,0.23295349,0.2113158,0.24877346,0.5428501,0.572604,VGG,badlands,badlands
badlands_119.pkl,badlands_137.pkl,0.47886807,0.33146167,0.24655037,0.24498807,0.23920591,0.45092544,0.48578173,VGG,badlands,badlands
badlands_119.pkl,badlands_138.pkl,0.41837668,0.30489445,0.20625436,0.18747385,0.2215229,0.49060306,0.56160223,VGG,badlands,badlands
badlands_119.pkl,badlands_139.pkl,0.3614516,0.27152294,0.19041802,0.16388884,0.16920093,0.4966113,0.5964656,VGG,badlands,badlands
badlands_119.pkl,badlands_14.pkl,0.4192874,0.3429897,0.24688533,0.18000633,0.30114144,0.54384327,0.5336977,VGG,badlands,badlands
badlands_119.pkl,badlands_140.pkl,0.49255714,0.34097105,0.24808666,0.262308,0.3221396,0.59140515,0.6124359,VGG,badlands,badlands
badlands_119.pkl,badlands_141.pkl,0.33296296,0.27886683,0.19880676,0.14936593,0.11741359,0.32465684,0.29801527,VGG,badlands,badlands
badlands_119.pkl,badlands_142.pkl,0.4206917,0.30688462,0.21676949,0.1887642,0.19870226,0.48394305,0.50656414,VGG,badlands,badlands
badlands_119.pkl,badlands_143.pkl,0.4320678,0.34654278,0.2431319,0.18590173,0.20927554,0.49544635,0.5139258,VGG,badlands,badlands
badlands_119.pkl,badlands_144.pkl,0.39431623,0.3181648,0.22989516,0.2061732,0.20654242,0.52727234,0.6014767,VGG,badlands,badlands
badlands_119.pkl,badlands_145.pkl,0.40996113,0.29633927,0.2110465,0.15362751,0.1748248,0.45956507,0.5501406,VGG,badlands,badlands
badlands_119.pkl,badlands_146.pkl,0.44829062,0.34966975,0.26169723,0.2262581,0.25698903,0.48472062,0.47478375,VGG,badlands,badlands
badlands_119.pkl,badlands_147.pkl,0.4065838,0.3225197,0.24600245,0.22643512,0.28864753,0.505381,0.5266998,VGG,badlands,badlands
badlands_119.pkl,badlands_148.pkl,0.4414129,0.33999664,0.23604448,0.17146441,0.17868815,0.49164322,0.4917369,VGG,badlands,badlands
badlands_119.pkl,badlands_149.pkl,0.4816529,0.34019282,0.23264283,0.21549419,0.28960454,0.5722514,0.62328845,VGG,badlands,badlands
badlands_119.pkl,badlands_15.pkl,0.4134052,0.34883296,0.26762784,0.24134488,0.22490647,0.49944472,0.49047172,VGG,badlands,badlands
badlands_119.pkl,badlands_150.pkl,0.32317263,0.28540552,0.21459988,0.18516792,0.17774986,0.50606316,0.60572815,VGG,badlands,badlands
badlands_119.pkl,badlands_151.pkl,0.41310182,0.36686453,0.26706082,0.22720927,0.29796633,0.6057411,0.6072942,VGG,badlands,badlands
badlands_119.pkl,badlands_152.pkl,0.4104023,0.3114954,0.2248421,0.21122628,0.3119222,0.5054344,0.5304196,VGG,badlands,badlands
badlands_119.pkl,badlands_153.pkl,0.5406554,0.33281714,0.23377189,0.21615368,0.29106802,0.6032383,0.6400405,VGG,badlands,badlands
badlands_119.pkl,badlands_154.pkl,0.35507995,0.27423388,0.19433671,0.17217901,0.21238251,0.5126199,0.62136674,VGG,badlands,badlands
badlands_119.pkl,badlands_155.pkl,0.38026613,0.30644512,0.21045074,0.1516658,0.17403957,0.46452075,0.5260721,VGG,badlands,badlands
badlands_119.pkl,badlands_156.pkl,0.3614723,0.30139107,0.23836814,0.20401886,0.19337131,0.510041,0.5648398,VGG,badlands,badlands
badlands_119.pkl,badlands_157.pkl,0.42993245,0.32389045,0.22739284,0.17889696,0.1290121,0.43472326,0.5091572,VGG,badlands,badlands
badlands_119.pkl,badlands_158.pkl,0.44872403,0.3519725,0.31126872,0.36922395,0.30144638,0.4389482,0.4207483,VGG,badlands,badlands
badlands_119.pkl,badlands_159.pkl,0.3913181,0.3376067,0.2554125,0.22437839,0.27020466,0.559229,0.59542453,VGG,badlands,badlands
badlands_119.pkl,badlands_16.pkl,0.35874802,0.29279894,0.19856435,0.15640299,0.19646141,0.51620716,0.5752385,VGG,badlands,badlands
badlands_119.pkl,badlands_160.pkl,0.3155166,0.2817332,0.2129287,0.168805,0.20162039,0.49093473,0.5786586,VGG,badlands,badlands
badlands_119.pkl,badlands_161.pkl,0.41212907,0.35649627,0.25790104,0.24624835,0.24980086,0.54123056,0.5670919,VGG,badlands,badlands
badlands_119.pkl,badlands_162.pkl,0.3668965,0.2936956,0.20425072,0.15496969,0.20110534,0.4871168,0.56900984,VGG,badlands,badlands
badlands_119.pkl,badlands_163.pkl,0.45854387,0.32932737,0.24779016,0.21081942,0.23048319,0.5768542,0.6456373,VGG,badlands,badlands
badlands_119.pkl,badlands_164.pkl,0.34643826,0.30520335,0.21681942,0.14120279,0.12115708,0.3700088,0.38055775,VGG,badlands,badlands
badlands_119.pkl,badlands_165.pkl,0.35944957,0.2959143,0.2186803,0.16342494,0.16651437,0.47769785,0.5344545,VGG,badlands,badlands
badlands_119.pkl,badlands_166.pkl,0.4598964,0.3651628,0.27569476,0.2194475,0.25631765,0.5340007,0.6039184,VGG,badlands,badlands
badlands_119.pkl,badlands_167.pkl,0.4052022,0.3089673,0.2363157,0.22784925,0.20416816,0.5479652,0.58650833,VGG,badlands,badlands
badlands_119.pkl,badlands_168.pkl,0.37101245,0.2837357,0.20874485,0.15474987,0.17622094,0.44837296,0.48062637,VGG,badlands,badlands
badlands_119.pkl,badlands_169.pkl,0.3799092,0.29048237,0.20666808,0.18245278,0.18221447,0.51211846,0.6104672,VGG,badlands,badlands
badlands_119.pkl,badlands_17.pkl,0.41006267,0.29501244,0.20447575,0.16557129,0.13799183,0.39733526,0.4984926,VGG,badlands,badlands
badlands_119.pkl,badlands_170.pkl,0.43602535,0.33457956,0.21299091,0.18000002,0.13839456,0.39803314,0.45994142,VGG,badlands,badlands
badlands_119.pkl,badlands_171.pkl,0.3705262,0.31227893,0.22137056,0.21019943,0.29376468,0.582051,0.6042034,VGG,badlands,badlands
badlands_119.pkl,badlands_172.pkl,0.476845,0.2639542,0.19614527,0.15643418,0.12328427,0.46154416,0.6036881,VGG,badlands,badlands
badlands_119.pkl,badlands_173.pkl,0.41929376,0.3281178,0.23313437,0.20293586,0.23927817,0.5249883,0.57624733,VGG,badlands,badlands
badlands_119.pkl,badlands_174.pkl,0.3769329,0.32605898,0.23004669,0.19130446,0.230138,0.5643737,0.65085727,VGG,badlands,badlands
badlands_119.pkl,badlands_175.pkl,0.34585285,0.28156775,0.20398182,0.15510216,0.21711442,0.47921076,0.41873336,VGG,badlands,badlands
badlands_119.pkl,badlands_176.pkl,0.36848152,0.3078547,0.2185109,0.1774183,0.13936368,0.36649463,0.42021692,VGG,badlands,badlands
badlands_119.pkl,badlands_177.pkl,0.4140693,0.31774825,0.22798334,0.1864906,0.15438093,0.48442963,0.5727462,VGG,badlands,badlands
badlands_119.pkl,badlands_178.pkl,0.51502794,0.37109992,0.26033816,0.25761384,0.35270643,0.56755686,0.5772244,VGG,badlands,badlands
badlands_119.pkl,badlands_179.pkl,0.34623432,0.29539177,0.1921885,0.16480705,0.16081038,0.44004667,0.5165834,VGG,badlands,badlands
badlands_119.pkl,badlands_18.pkl,0.4723873,0.33003038,0.23780744,0.19826147,0.2109254,0.58276564,0.66522795,VGG,badlands,badlands
badlands_119.pkl,badlands_180.pkl,0.36789292,0.30387023,0.22228108,0.19132116,0.1765448,0.45997986,0.52017313,VGG,badlands,badlands
badlands_119.pkl,badlands_181.pkl,0.43119505,0.3500753,0.26050252,0.20946686,0.21453273,0.5577463,0.6324764,VGG,badlands,badlands
badlands_119.pkl,badlands_182.pkl,0.3599385,0.2897982,0.22238812,0.19798866,0.20759808,0.5168265,0.5803188,VGG,badlands,badlands
badlands_119.pkl,badlands_183.pkl,0.40858865,0.31494176,0.20794006,0.15437329,0.200158,0.4999208,0.554148,VGG,badlands,badlands
badlands_119.pkl,badlands_184.pkl,0.34189162,0.35220063,0.23702519,0.23286992,0.3267488,0.6058984,0.57861924,VGG,badlands,badlands
badlands_119.pkl,badlands_185.pkl,0.36053854,0.3039536,0.20298374,0.15078853,0.15642244,0.42814922,0.40428525,VGG,badlands,badlands
badlands_119.pkl,badlands_186.pkl,0.4255907,0.32298362,0.24910332,0.24790302,0.29289818,0.52549577,0.5494413,VGG,badlands,badlands
badlands_119.pkl,badlands_187.pkl,0.4440498,0.31161124,0.23887467,0.18079868,0.2632885,0.55205995,0.5858653,VGG,badlands,badlands
badlands_119.pkl,badlands_188.pkl,0.4213482,0.33361244,0.23875651,0.21272942,0.2642751,0.5958369,0.66869473,VGG,badlands,badlands
badlands_119.pkl,badlands_189.pkl,0.41809937,0.31353885,0.25095078,0.20933786,0.2317921,0.53307796,0.5572246,VGG,badlands,badlands
badlands_119.pkl,badlands_19.pkl,0.48489454,0.33531514,0.25807142,0.22891364,0.2804412,0.5154645,0.54317826,VGG,badlands,badlands
badlands_119.pkl,badlands_190.pkl,0.4814422,0.3253529,0.23655754,0.20875269,0.20747674,0.47002155,0.5467593,VGG,badlands,badlands
badlands_119.pkl,badlands_191.pkl,0.39563796,0.29780874,0.2094262,0.17186505,0.23989925,0.52941376,0.57984024,VGG,badlands,badlands
badlands_119.pkl,badlands_192.pkl,0.37769064,0.31245363,0.22660778,0.17728359,0.11415403,0.39996195,0.45461896,VGG,badlands,badlands
badlands_119.pkl,badlands_193.pkl,0.4875906,0.39676794,0.2971553,0.25279194,0.40965924,0.6651412,0.6928569,VGG,badlands,badlands
badlands_119.pkl,badlands_194.pkl,0.4092825,0.34100395,0.2496149,0.21379723,0.2730846,0.5118602,0.53432715,VGG,badlands,badlands
badlands_119.pkl,badlands_195.pkl,0.4132137,0.3322038,0.2271702,0.17954394,0.16126643,0.35426325,0.39084512,VGG,badlands,badlands
badlands_119.pkl,badlands_196.pkl,0.41085172,0.31751993,0.24931753,0.21509725,0.1736238,0.5537865,0.6301082,VGG,badlands,badlands
badlands_119.pkl,badlands_197.pkl,0.38258675,0.3208988,0.20703483,0.18560454,0.15245798,0.45801345,0.5642909,VGG,badlands,badlands
badlands_119.pkl,badlands_198.pkl,0.41522014,0.3210755,0.21432447,0.1834303,0.22351396,0.5347799,0.5788822,VGG,badlands,badlands
badlands_119.pkl,badlands_199.pkl,0.378281,0.30505544,0.20483564,0.15002355,0.183137,0.4981712,0.5660767,VGG,badlands,badlands
badlands_119.pkl,badlands_2.pkl,0.37064284,0.29820082,0.19758798,0.16745386,0.23823528,0.5590702,0.65165454,VGG,badlands,badlands
badlands_119.pkl,badlands_20.pkl,0.36432382,0.2778267,0.192534,0.1630367,0.14422694,0.5007431,0.59462583,VGG,badlands,badlands
badlands_119.pkl,badlands_200.pkl,0.43306926,0.29075563,0.21079817,0.19127172,0.224366,0.5992588,0.7011268,VGG,badlands,badlands
badlands_119.pkl,badlands_201.pkl,0.37548956,0.3053249,0.21093574,0.15351823,0.096326195,0.37921435,0.4541206,VGG,badlands,badlands
badlands_119.pkl,badlands_202.pkl,0.4073693,0.32745272,0.24760664,0.22479928,0.24346322,0.56335557,0.65083313,VGG,badlands,badlands
badlands_119.pkl,badlands_203.pkl,0.35504988,0.3014719,0.22137174,0.21165267,0.2763069,0.5835453,0.6090847,VGG,badlands,badlands
badlands_119.pkl,badlands_204.pkl,0.31743425,0.28788942,0.20137063,0.13953908,0.053034235,0.34848812,0.36910033,VGG,badlands,badlands
badlands_119.pkl,badlands_205.pkl,0.41880456,0.37021905,0.28754014,0.25885987,0.24606302,0.45745432,0.4782983,VGG,badlands,badlands
badlands_119.pkl,badlands_206.pkl,0.46672973,0.3314767,0.23051064,0.19556001,0.16572781,0.4743569,0.5709298,VGG,badlands,badlands
badlands_119.pkl,badlands_207.pkl,0.37787718,0.24234661,0.18282634,0.2196671,0.38666022,0.6217311,0.67936873,VGG,badlands,badlands
badlands_119.pkl,badlands_208.pkl,0.4060933,0.32925612,0.22700481,0.17629904,0.19503689,0.508905,0.5875418,VGG,badlands,badlands
badlands_119.pkl,badlands_209.pkl,0.3690948,0.29510045,0.2158308,0.19316553,0.25182885,0.48687357,0.49901924,VGG,badlands,badlands
badlands_119.pkl,badlands_21.pkl,0.33055678,0.28742307,0.20560293,0.18605675,0.27496743,0.5819595,0.63264304,VGG,badlands,badlands
badlands_119.pkl,badlands_210.pkl,0.37549853,0.33058846,0.22371635,0.14724682,0.096163124,0.40599832,0.4944357,VGG,badlands,badlands
badlands_119.pkl,badlands_211.pkl,0.36957896,0.30628598,0.22092393,0.18562278,0.20299104,0.46868843,0.47681454,VGG,badlands,badlands
badlands_119.pkl,badlands_212.pkl,0.48671013,0.3439132,0.22474058,0.16841379,0.21550275,0.5448276,0.6061526,VGG,badlands,badlands
badlands_119.pkl,badlands_213.pkl,0.36779022,0.32696944,0.2315296,0.198952,0.21210578,0.5053452,0.5594412,VGG,badlands,badlands
badlands_119.pkl,badlands_214.pkl,0.3998167,0.3328364,0.23626372,0.16084336,0.08852738,0.3948311,0.46069074,VGG,badlands,badlands
badlands_119.pkl,badlands_215.pkl,0.34961563,0.30168903,0.23378739,0.20355836,0.27204716,0.52623665,0.51665646,VGG,badlands,badlands
badlands_119.pkl,badlands_216.pkl,0.48238218,0.36908647,0.2864094,0.3154111,0.3382976,0.57504076,0.6002995,VGG,badlands,badlands
badlands_119.pkl,badlands_217.pkl,0.3657367,0.29886737,0.21712007,0.16441587,0.15833603,0.4026782,0.45373854,VGG,badlands,badlands
badlands_119.pkl,badlands_218.pkl,0.33106202,0.27197188,0.21055736,0.17070253,0.18226947,0.52334344,0.5888697,VGG,badlands,badlands
badlands_119.pkl,badlands_219.pkl,0.4698499,0.38571185,0.2692517,0.24958481,0.22405756,0.47142515,0.533796,VGG,badlands,badlands
badlands_119.pkl,badlands_22.pkl,0.37820107,0.30355412,0.22116888,0.17565587,0.15109923,0.45837846,0.5505721,VGG,badlands,badlands
badlands_119.pkl,badlands_220.pkl,0.39350963,0.31563002,0.20074874,0.15040736,0.15919816,0.4550066,0.47801566,VGG,badlands,badlands
badlands_119.pkl,badlands_221.pkl,0.36618048,0.2877516,0.20221418,0.17193384,0.20393556,0.5354119,0.63054234,VGG,badlands,badlands
badlands_119.pkl,badlands_222.pkl,0.3923201,0.2886296,0.19003841,0.14809707,0.18522322,0.3909677,0.35084072,VGG,badlands,badlands
badlands_119.pkl,badlands_223.pkl,0.4821025,0.32059813,0.22247991,0.21330652,0.24805921,0.5107474,0.61771536,VGG,badlands,badlands
badlands_119.pkl,badlands_224.pkl,0.46740115,0.2992451,0.19737783,0.17677711,0.22707291,0.49404934,0.5610932,VGG,badlands,badlands
badlands_119.pkl,badlands_225.pkl,0.48306108,0.4077037,0.30899945,0.28482285,0.24652126,0.48901457,0.47305578,VGG,badlands,badlands
badlands_119.pkl,badlands_226.pkl,0.3413266,0.3150128,0.2248919,0.18057011,0.17521693,0.45609653,0.52297187,VGG,badlands,badlands
badlands_119.pkl,badlands_227.pkl,0.3929916,0.32856095,0.23224224,0.193394,0.19366175,0.5035645,0.5683398,VGG,badlands,badlands
badlands_119.pkl,badlands_228.pkl,0.3298907,0.34556717,0.24397738,0.22095907,0.22652134,0.5118837,0.5401788,VGG,badlands,badlands
badlands_119.pkl,badlands_229.pkl,0.3964992,0.29847354,0.21050487,0.18430412,0.2641332,0.52719605,0.5366589,VGG,badlands,badlands
badlands_119.pkl,badlands_23.pkl,0.47655806,0.31475323,0.20424911,0.16492887,0.13423015,0.3603117,0.40074536,VGG,badlands,badlands
