,Worker ID,Link to Individual Worker Page,Number of HITs approved or rejected - Lifetime,Number of HITs approved - Lifetime,Your Lifetime approval rate,Number of HITs approved or rejected - Last 30 days,Number of HITs approved - Last 30 days,Your Last 30 days approval rate,Number of HITs approved or rejected - Last 7 days,Number of HITs approved - Last 7 days,Your Last 7 days approval rate,CURRENT-took part in a tapseq task,UPDATE-took part in a tapseq task,CURRENT-participated in the past,UPDATE-participated in the past,CURRENT-eligible for next step memory rep,UPDATE-eligible for next step memory rep,CURRENT-eligible for memory testing 1 week,UPDATE-eligible for memory testing 1 week,CURRENT-completed memory rep,UPDATE-completed memory rep,CURRENT-completed memory encoding 24h,UPDATE-completed memory encoding 24h,CURRENT-completed encoding successfully ,UPDATE-completed encoding successfully ,CURRENT-completed day5,UPDATE-completed day5,CURRENT-completed day4,UPDATE-completed day4,CURRENT-completed day3,UPDATE-completed day3,CURRENT-completed day2,UPDATE-completed day2,CURRENT-completed day1,UPDATE-completed day1,CURRENT-Completed My Experiment Already,UPDATE-Completed My Experiment Already,CURRENT BlockStatus,UPDATE BlockStatus,BlockReason,demo_demo_accuracy,demo_arrow_correct,encoding_arrow_accuracy,testing_longest_response_strike,not_too_slow,not_too_Fast,sufficient_test_acc,WorkerId,UPDATE-completed birds memory rep
1045,A2NVX39CZ34V4E,https://requester.mturk.com/workers/A2NVX39CZ34V4E,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1046,A2NZAL7KHOR6VF,https://requester.mturk.com/workers/A2NZAL7KHOR6VF,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1047,A2O3RTNKKT4RCT,https://requester.mturk.com/workers/A2O3RTNKKT4RCT,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1048,A2O70SKSNWL8LQ,https://requester.mturk.com/workers/A2O70SKSNWL8LQ,2,2,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1049,A2ODNU28S3R9BN,https://requester.mturk.com/workers/A2ODNU28S3R9BN,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1050,A2OEA7G9IHYSZW,https://requester.mturk.com/workers/A2OEA7G9IHYSZW,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1051,A2OEUQUH0MI8R1,https://requester.mturk.com/workers/A2OEUQUH0MI8R1,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1052,A2OFN0A5CPLH57,https://requester.mturk.com/workers/A2OFN0A5CPLH57,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1053,A2OGF317RQ2GJX,https://requester.mturk.com/workers/A2OGF317RQ2GJX,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1054,A2OGUQ4PIOHVP0,https://requester.mturk.com/workers/A2OGUQ4PIOHVP0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1055,A2OK7UBINXYAYB,https://requester.mturk.com/workers/A2OK7UBINXYAYB,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1056,A2OK9GZQ92MVUA,https://requester.mturk.com/workers/A2OK9GZQ92MVUA,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1057,A2OL5U1YWPFBDI,https://requester.mturk.com/workers/A2OL5U1YWPFBDI,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1058,A2OLSZ6DD9I239,https://requester.mturk.com/workers/A2OLSZ6DD9I239,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1059,A2OOYCMD4P4VFK,https://requester.mturk.com/workers/A2OOYCMD4P4VFK,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1060,A2OROMUVBD1NVC,https://requester.mturk.com/workers/A2OROMUVBD1NVC,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1061,A2OT9ZJC4MQBS8,https://requester.mturk.com/workers/A2OT9ZJC4MQBS8,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1062,A2OTLFQIR3121B,https://requester.mturk.com/workers/A2OTLFQIR3121B,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1063,A2OTMALDJLAS7,https://requester.mturk.com/workers/A2OTMALDJLAS7,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1064,A2OU4N4VBIE91I,https://requester.mturk.com/workers/A2OU4N4VBIE91I,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1065,A2OVET58SDVSB2,https://requester.mturk.com/workers/A2OVET58SDVSB2,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1066,A2OWUL4IRMO1JF,https://requester.mturk.com/workers/A2OWUL4IRMO1JF,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1067,A2OZ0B2U7MCLD1,https://requester.mturk.com/workers/A2OZ0B2U7MCLD1,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1068,A2OZN198ZV1VKK,https://requester.mturk.com/workers/A2OZN198ZV1VKK,2,2,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1069,A2P0EZBOOTBSAL,https://requester.mturk.com/workers/A2P0EZBOOTBSAL,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1070,A2P7HS0MQF9SU0,https://requester.mturk.com/workers/A2P7HS0MQF9SU0,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1071,A2P93KBD3WXXTW,https://requester.mturk.com/workers/A2P93KBD3WXXTW,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1072,A2PAWE1NW4MD8L,https://requester.mturk.com/workers/A2PAWE1NW4MD8L,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1073,A2PBFKNWWIIAO8,https://requester.mturk.com/workers/A2PBFKNWWIIAO8,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1074,A2PBRGT71DUYOY,https://requester.mturk.com/workers/A2PBRGT71DUYOY,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1075,A2PD1J75MLX61W,https://requester.mturk.com/workers/A2PD1J75MLX61W,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1076,A2PIW46PJENAZ4,https://requester.mturk.com/workers/A2PIW46PJENAZ4,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1077,A2PJGKW2KOVM7Y,https://requester.mturk.com/workers/A2PJGKW2KOVM7Y,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1078,A2PQMJ48ICRUCF,https://requester.mturk.com/workers/A2PQMJ48ICRUCF,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1079,A2PSR3CMNR1R9X,https://requester.mturk.com/workers/A2PSR3CMNR1R9X,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1080,A2PTQ31HDEENZB,https://requester.mturk.com/workers/A2PTQ31HDEENZB,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1081,A2PTXBT6HEBLCY,https://requester.mturk.com/workers/A2PTXBT6HEBLCY,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1082,A2PWE9TKEM99BA,https://requester.mturk.com/workers/A2PWE9TKEM99BA,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1083,A2Q0XPK1CBAKFA,https://requester.mturk.com/workers/A2Q0XPK1CBAKFA,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1084,A2Q6GCA1OIPORV,https://requester.mturk.com/workers/A2Q6GCA1OIPORV,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1085,A2QCULU8SNUD1R,https://requester.mturk.com/workers/A2QCULU8SNUD1R,2,2,100.00%,0,0,0.00%,0,0,0.00%,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1086,A2QFHX7HAGTLOQ,https://requester.mturk.com/workers/A2QFHX7HAGTLOQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1087,A2QGCZDG0PIFEL,https://requester.mturk.com/workers/A2QGCZDG0PIFEL,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1088,A2QKDOODA6RWV1,https://requester.mturk.com/workers/A2QKDOODA6RWV1,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1089,A2QRIJVRFJD4C5,https://requester.mturk.com/workers/A2QRIJVRFJD4C5,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1090,A2QTJSPG48LAGZ,https://requester.mturk.com/workers/A2QTJSPG48LAGZ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1091,A2QWSXEG14C7H0,https://requester.mturk.com/workers/A2QWSXEG14C7H0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1092,A2QX333VW85IYZ,https://requester.mturk.com/workers/A2QX333VW85IYZ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1093,A2R0YYUAWNT7UD,https://requester.mturk.com/workers/A2R0YYUAWNT7UD,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1094,A2R1LWOGQJTGRL,https://requester.mturk.com/workers/A2R1LWOGQJTGRL,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1095,A2R28I9SM3G0YL,https://requester.mturk.com/workers/A2R28I9SM3G0YL,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1096,A2R2ZA0STNZX9S,https://requester.mturk.com/workers/A2R2ZA0STNZX9S,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1097,A2R3E1R2VHKTB1,https://requester.mturk.com/workers/A2R3E1R2VHKTB1,2,2,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1098,A2R3FWVNZXVUHK,https://requester.mturk.com/workers/A2R3FWVNZXVUHK,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1099,A2R5TVQYSZE74K,https://requester.mturk.com/workers/A2R5TVQYSZE74K,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1100,A2R75YFKVALBXE,https://requester.mturk.com/workers/A2R75YFKVALBXE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1101,A2R89SR0ZHPSST,https://requester.mturk.com/workers/A2R89SR0ZHPSST,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1102,A2R99OKTW7QVER,https://requester.mturk.com/workers/A2R99OKTW7QVER,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1103,A2R9QZC9XZJZJO,https://requester.mturk.com/workers/A2R9QZC9XZJZJO,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1104,A2RCYLKY072XXO,https://requester.mturk.com/workers/A2RCYLKY072XXO,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1105,A2RD6VZEEBXMLM,https://requester.mturk.com/workers/A2RD6VZEEBXMLM,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1106,A2RE8G7FOGBR3W,https://requester.mturk.com/workers/A2RE8G7FOGBR3W,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1107,A2RGHUEITGT0MG,https://requester.mturk.com/workers/A2RGHUEITGT0MG,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1108,A2RHJT0OMA09YH,https://requester.mturk.com/workers/A2RHJT0OMA09YH,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1109,A2RV68359B1HJ8,https://requester.mturk.com/workers/A2RV68359B1HJ8,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1110,A2RWESHZZ2VYN7,https://requester.mturk.com/workers/A2RWESHZZ2VYN7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1111,A2RWLFIP23FZA7,https://requester.mturk.com/workers/A2RWLFIP23FZA7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1112,A2RZL46A5M4C5D,https://requester.mturk.com/workers/A2RZL46A5M4C5D,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1113,A2RZYTE48OHTMZ,https://requester.mturk.com/workers/A2RZYTE48OHTMZ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1114,A2S00V7RUU121E,https://requester.mturk.com/workers/A2S00V7RUU121E,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1115,A2S19LCE8VGY0U,https://requester.mturk.com/workers/A2S19LCE8VGY0U,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1116,A2S4BU23GT93ZD,https://requester.mturk.com/workers/A2S4BU23GT93ZD,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1117,A2S591ZMEWMA5C,https://requester.mturk.com/workers/A2S591ZMEWMA5C,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1118,A2S7M4RSX6ZF5Z,https://requester.mturk.com/workers/A2S7M4RSX6ZF5Z,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1119,A2S95C6RJJBD29,https://requester.mturk.com/workers/A2S95C6RJJBD29,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,True,True,True,True,True,True,False,A2S95C6RJJBD29,1
1120,A2SBIZUWOKE3F7,https://requester.mturk.com/workers/A2SBIZUWOKE3F7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1121,A2SH17MQ49KCSO,https://requester.mturk.com/workers/A2SH17MQ49KCSO,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
1122,A2SHKOZJ1Y0YT4,https://requester.mturk.com/workers/A2SHKOZJ1Y0YT4,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1123,A2SJC9VRBGNC58,https://requester.mturk.com/workers/A2SJC9VRBGNC58,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1124,A2SJXW30OWHZG,https://requester.mturk.com/workers/A2SJXW30OWHZG,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1125,A2SOHTPWH4VGP5,https://requester.mturk.com/workers/A2SOHTPWH4VGP5,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1126,A2SP949AA8MGFZ,https://requester.mturk.com/workers/A2SP949AA8MGFZ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1127,A2SPEITP0H9DOC,https://requester.mturk.com/workers/A2SPEITP0H9DOC,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1128,A2ST86YP0N2X5J,https://requester.mturk.com/workers/A2ST86YP0N2X5J,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1129,A2T1LNI80EPOQR,https://requester.mturk.com/workers/A2T1LNI80EPOQR,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1130,A2T5CROJ0FWIJY,https://requester.mturk.com/workers/A2T5CROJ0FWIJY,2,2,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1131,A2T5M93NYLSGRY,https://requester.mturk.com/workers/A2T5M93NYLSGRY,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1132,A2T9D0H880N2B5,https://requester.mturk.com/workers/A2T9D0H880N2B5,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1133,A2TAMPLWAYL5WJ,https://requester.mturk.com/workers/A2TAMPLWAYL5WJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1134,A2TC7B46WQ695O,https://requester.mturk.com/workers/A2TC7B46WQ695O,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1135,A2TCX20FIMNWSS,https://requester.mturk.com/workers/A2TCX20FIMNWSS,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,True,True,True,True,True,True,True,A2TCX20FIMNWSS,1
1136,A2TDAROY6TK7R7,https://requester.mturk.com/workers/A2TDAROY6TK7R7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1137,A2TDJIU8SZAYN8,https://requester.mturk.com/workers/A2TDJIU8SZAYN8,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1138,A2TDK0LD62WZ8Y,https://requester.mturk.com/workers/A2TDK0LD62WZ8Y,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
1139,A2TGHPIJ98QSKJ,https://requester.mturk.com/workers/A2TGHPIJ98QSKJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1140,A2TI9ZTXN1GNTV,https://requester.mturk.com/workers/A2TI9ZTXN1GNTV,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1141,A2TM29JCFVDPM,https://requester.mturk.com/workers/A2TM29JCFVDPM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1142,A2TN5NSHC2BZ12,https://requester.mturk.com/workers/A2TN5NSHC2BZ12,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1143,A2TSMMOZ9TN1R9,https://requester.mturk.com/workers/A2TSMMOZ9TN1R9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1144,A2TTYORXHJ7I23,https://requester.mturk.com/workers/A2TTYORXHJ7I23,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
1145,A2TUUIV61CR0C7,https://requester.mturk.com/workers/A2TUUIV61CR0C7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
1146,A2TVG2HLMKVMSL,https://requester.mturk.com/workers/A2TVG2HLMKVMSL,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
