"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-took part in a tapseq task","UPDATE-took part in a tapseq task","CURRENT-temp qualification","UPDATE-temp qualification","CURRENT-participated in the past","UPDATE-participated in the past","CURRENT-eligible for testing 1 week birds","UPDATE-eligible for testing 1 week birds","CURRENT-eligible for next step memory rep","UPDATE-eligible for next step memory rep","CURRENT-eligible for memory testing 1 week","UPDATE-eligible for memory testing 1 week","CURRENT-completed working memory test","UPDATE-completed working memory test","CURRENT-completed multicategory memory test","UPDATE-completed multicategory memory test","CURRENT-completed memory rep","UPDATE-completed memory rep","CURRENT-completed memory encoding 24h","UPDATE-completed memory encoding 24h","CURRENT-completed encoding successfully ","UPDATE-completed encoding successfully ","CURRENT-completed encoding multicategory memory test","UPDATE-completed encoding multicategory memory test","CURRENT-completed day5","UPDATE-completed day5","CURRENT-completed day4","UPDATE-completed day4","CURRENT-completed day3","UPDATE-completed day3","CURRENT-completed day2","UPDATE-completed day2","CURRENT-completed day1","UPDATE-completed day1","CURRENT-completed birds memory rep","UPDATE-completed birds memory rep","CURRENT-Completed My Experiment Already","UPDATE-Completed My Experiment Already","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A1QG0HL1XSSGNU","https://gamma-requester.mturk.com/workers/A1QG0HL1XSSGNU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QIF7S41KKZ0F","https://gamma-requester.mturk.com/workers/A1QIF7S41KKZ0F","1","0","0.00%","1","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QLYIH3V0NCZE","https://gamma-requester.mturk.com/workers/A1QLYIH3V0NCZE","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1QQJS4JJWEBJB","https://gamma-requester.mturk.com/workers/A1QQJS4JJWEBJB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1QRCEHNUW39LY","https://gamma-requester.mturk.com/workers/A1QRCEHNUW39LY","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1QROF5BIOVI42","https://gamma-requester.mturk.com/workers/A1QROF5BIOVI42","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QSX79P1W1058","https://gamma-requester.mturk.com/workers/A1QSX79P1W1058","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QT3YA7G8MO63","https://gamma-requester.mturk.com/workers/A1QT3YA7G8MO63","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1QT7BQZVOBSY0","https://gamma-requester.mturk.com/workers/A1QT7BQZVOBSY0","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A1QUBLZCONL4QD","https://gamma-requester.mturk.com/workers/A1QUBLZCONL4QD","3","3","100.00%","1","1","100.00%","0","0","0.00%","1","","","","","","","","","","","","1","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1QUQ0TV9KVD4C","https://gamma-requester.mturk.com/workers/A1QUQ0TV9KVD4C","6","6","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A1R3VQ1011VATX","https://gamma-requester.mturk.com/workers/A1R3VQ1011VATX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R554ICJMAA4Y","https://gamma-requester.mturk.com/workers/A1R554ICJMAA4Y","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1R5E7FW7FG2EP","https://gamma-requester.mturk.com/workers/A1R5E7FW7FG2EP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R5JNC2LO6X1S","https://gamma-requester.mturk.com/workers/A1R5JNC2LO6X1S","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R5O1NGQM4OU1","https://gamma-requester.mturk.com/workers/A1R5O1NGQM4OU1","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1R5W4RQZTROD8","https://gamma-requester.mturk.com/workers/A1R5W4RQZTROD8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1R66QUSIZZ175","https://gamma-requester.mturk.com/workers/A1R66QUSIZZ175","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1R780RJYQ68GY","https://gamma-requester.mturk.com/workers/A1R780RJYQ68GY","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1R8323OG1JHVD","https://gamma-requester.mturk.com/workers/A1R8323OG1JHVD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R8A8BK2VN7RH","https://gamma-requester.mturk.com/workers/A1R8A8BK2VN7RH","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1R8Q9KXX4Q5T6","https://gamma-requester.mturk.com/workers/A1R8Q9KXX4Q5T6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RC2ETLOSZGP0","https://gamma-requester.mturk.com/workers/A1RC2ETLOSZGP0","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A1RC4Y575PV6EG","https://gamma-requester.mturk.com/workers/A1RC4Y575PV6EG","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RDRK3QTM7U96","https://gamma-requester.mturk.com/workers/A1RDRK3QTM7U96","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1RH3X41J9J05R","https://gamma-requester.mturk.com/workers/A1RH3X41J9J05R","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1RHBUX8TCACCX","https://gamma-requester.mturk.com/workers/A1RHBUX8TCACCX","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1RKPJXWHAP8J2","https://gamma-requester.mturk.com/workers/A1RKPJXWHAP8J2","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1RL6LTB8DSNVE","https://gamma-requester.mturk.com/workers/A1RL6LTB8DSNVE","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1RQLE4ZMTU22A","https://gamma-requester.mturk.com/workers/A1RQLE4ZMTU22A","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1RQW7N977OAGE","https://gamma-requester.mturk.com/workers/A1RQW7N977OAGE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RSQOCZVV1FF2","https://gamma-requester.mturk.com/workers/A1RSQOCZVV1FF2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RTWAUUK4DYET","https://gamma-requester.mturk.com/workers/A1RTWAUUK4DYET","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1RYYUMI4559L6","https://gamma-requester.mturk.com/workers/A1RYYUMI4559L6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S0QK9U7INTSX","https://gamma-requester.mturk.com/workers/A1S0QK9U7INTSX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1S6C6EN8MPKC3","https://gamma-requester.mturk.com/workers/A1S6C6EN8MPKC3","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1S6HI6UDJ185W","https://gamma-requester.mturk.com/workers/A1S6HI6UDJ185W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S8KMGKJACGVO","https://gamma-requester.mturk.com/workers/A1S8KMGKJACGVO","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1SAQONVOUTLP4","https://gamma-requester.mturk.com/workers/A1SAQONVOUTLP4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SARRYNMZDVXB","https://gamma-requester.mturk.com/workers/A1SARRYNMZDVXB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1SC3CR9BN0HZW","https://gamma-requester.mturk.com/workers/A1SC3CR9BN0HZW","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1SGTL6LGLW4DK","https://gamma-requester.mturk.com/workers/A1SGTL6LGLW4DK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SHLWKA0UH1IS","https://gamma-requester.mturk.com/workers/A1SHLWKA0UH1IS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SISJL5ST2PWH","https://gamma-requester.mturk.com/workers/A1SISJL5ST2PWH","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1SIXEE6JS7RLP","https://gamma-requester.mturk.com/workers/A1SIXEE6JS7RLP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SIXXTFZDSKMA","https://gamma-requester.mturk.com/workers/A1SIXXTFZDSKMA","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1SJLXB0XFCJ97","https://gamma-requester.mturk.com/workers/A1SJLXB0XFCJ97","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SJRFJWFXSDH4","https://gamma-requester.mturk.com/workers/A1SJRFJWFXSDH4","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1SL10V8CDNI9H","https://gamma-requester.mturk.com/workers/A1SL10V8CDNI9H","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1SL5HQI6ZRN6O","https://gamma-requester.mturk.com/workers/A1SL5HQI6ZRN6O","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1SL72YBUW8Q8K","https://gamma-requester.mturk.com/workers/A1SL72YBUW8Q8K","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1SL80AWG592HX","https://gamma-requester.mturk.com/workers/A1SL80AWG592HX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SLJKNSNHOJRN","https://gamma-requester.mturk.com/workers/A1SLJKNSNHOJRN","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1SN7EOZUW5VP3","https://gamma-requester.mturk.com/workers/A1SN7EOZUW5VP3","2","2","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SNC8UL8YFRH5","https://gamma-requester.mturk.com/workers/A1SNC8UL8YFRH5","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","1","","","","0","","0","","","","","","","","1","","1","","Never Blocked","",""
"A1SOBOYFROI6QG","https://gamma-requester.mturk.com/workers/A1SOBOYFROI6QG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SOFLJOEQB591","https://gamma-requester.mturk.com/workers/A1SOFLJOEQB591","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1SOQ9Q35SASE4","https://gamma-requester.mturk.com/workers/A1SOQ9Q35SASE4","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1SRNM9EL4PSC6","https://gamma-requester.mturk.com/workers/A1SRNM9EL4PSC6","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1SRSP0X39CGRW","https://gamma-requester.mturk.com/workers/A1SRSP0X39CGRW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SSU9086VGUC5","https://gamma-requester.mturk.com/workers/A1SSU9086VGUC5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1STC10BXEP495","https://gamma-requester.mturk.com/workers/A1STC10BXEP495","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1STMZJAE4X0P","https://gamma-requester.mturk.com/workers/A1STMZJAE4X0P","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SUXLAA9QS64Y","https://gamma-requester.mturk.com/workers/A1SUXLAA9QS64Y","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SVHLD3PUUNN1","https://gamma-requester.mturk.com/workers/A1SVHLD3PUUNN1","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SZJQ89OOK2EO","https://gamma-requester.mturk.com/workers/A1SZJQ89OOK2EO","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1T0ND039EWAVV","https://gamma-requester.mturk.com/workers/A1T0ND039EWAVV","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1T0S48O0CMXBC","https://gamma-requester.mturk.com/workers/A1T0S48O0CMXBC","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1T2JRYTUVUD2O","https://gamma-requester.mturk.com/workers/A1T2JRYTUVUD2O","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1T3ZNKR5GG0TP","https://gamma-requester.mturk.com/workers/A1T3ZNKR5GG0TP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1T643M1P572AA","https://gamma-requester.mturk.com/workers/A1T643M1P572AA","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1T6TTD7XCUHOU","https://gamma-requester.mturk.com/workers/A1T6TTD7XCUHOU","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1T90U2KNBZZR5","https://gamma-requester.mturk.com/workers/A1T90U2KNBZZR5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1TARNH07A75CG","https://gamma-requester.mturk.com/workers/A1TARNH07A75CG","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1TGV7LT6LTIQU","https://gamma-requester.mturk.com/workers/A1TGV7LT6LTIQU","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1TJ3LM4KVXNWG","https://gamma-requester.mturk.com/workers/A1TJ3LM4KVXNWG","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1TKQJUFNN40MJ","https://gamma-requester.mturk.com/workers/A1TKQJUFNN40MJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1TKZIBGTP7FE8","https://gamma-requester.mturk.com/workers/A1TKZIBGTP7FE8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1TLNLB9D87H6","https://gamma-requester.mturk.com/workers/A1TLNLB9D87H6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1TM3LLCKLP5Y3","https://gamma-requester.mturk.com/workers/A1TM3LLCKLP5Y3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1TN0UDLWSGWU7","https://gamma-requester.mturk.com/workers/A1TN0UDLWSGWU7","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A1TO8HA1LHLR52","https://gamma-requester.mturk.com/workers/A1TO8HA1LHLR52","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1TOER30AQUY2F","https://gamma-requester.mturk.com/workers/A1TOER30AQUY2F","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","1","","1","","Never Blocked","",""
"A1TPGXT718D68E","https://gamma-requester.mturk.com/workers/A1TPGXT718D68E","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1TQ9ULE5R842V","https://gamma-requester.mturk.com/workers/A1TQ9ULE5R842V","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A1TRO537S2U7QV","https://gamma-requester.mturk.com/workers/A1TRO537S2U7QV","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1TRR601XVC4D7","https://gamma-requester.mturk.com/workers/A1TRR601XVC4D7","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1TVTBW5CSYTF9","https://gamma-requester.mturk.com/workers/A1TVTBW5CSYTF9","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1TW2BZRRS874Z","https://gamma-requester.mturk.com/workers/A1TW2BZRRS874Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1TXW9TMMU6K2U","https://gamma-requester.mturk.com/workers/A1TXW9TMMU6K2U","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1TY1T80SHMHQQ","https://gamma-requester.mturk.com/workers/A1TY1T80SHMHQQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1U0FDPQ953KXX","https://gamma-requester.mturk.com/workers/A1U0FDPQ953KXX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1U1CPZ9Y9KYFF","https://gamma-requester.mturk.com/workers/A1U1CPZ9Y9KYFF","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1U1QHWJPNE6V1","https://gamma-requester.mturk.com/workers/A1U1QHWJPNE6V1","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A1U3TT3VMH9FU9","https://gamma-requester.mturk.com/workers/A1U3TT3VMH9FU9","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1U48QH2ZRZP0I","https://gamma-requester.mturk.com/workers/A1U48QH2ZRZP0I","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1U686ZS9LI9O6","https://gamma-requester.mturk.com/workers/A1U686ZS9LI9O6","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1U69QDM8UIXZ5","https://gamma-requester.mturk.com/workers/A1U69QDM8UIXZ5","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1UACZOEGQ86U6","https://gamma-requester.mturk.com/workers/A1UACZOEGQ86U6","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1UEHTBS0LZAA0","https://gamma-requester.mturk.com/workers/A1UEHTBS0LZAA0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UEMMSI1XUBSW","https://gamma-requester.mturk.com/workers/A1UEMMSI1XUBSW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UFS2BDTPT5DX","https://gamma-requester.mturk.com/workers/A1UFS2BDTPT5DX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UJ3TGT8671NH","https://gamma-requester.mturk.com/workers/A1UJ3TGT8671NH","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A1UJWR5MS1ASQV","https://gamma-requester.mturk.com/workers/A1UJWR5MS1ASQV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UK8S8R5QYL6D","https://gamma-requester.mturk.com/workers/A1UK8S8R5QYL6D","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
