demo_arrow_rt,demo_arrow_correct,demo_demo_accuracy,demo_RT_overall_mean,demo_RT_incorrect_mean,demo_RT_correct_mean,encoding_arrow_mean_rt,encoding_arrow_accuracy,testing_Test_overall_accuracy,testing_RT_overall_mean,testing_RT_incorrect_mean,testing_RT_correct_mean,testing_layer_1_rt,testing_layer_1_accuracy,testing_layer_2_rt,testing_layer_2_accuracy,testing_layer_3_rt,testing_layer_3_accuracy,testing_longest_response_strike,demo_demo_accuracy.1,demo_arrow_correct.1,encoding_arrow_accuracy.1,testing_longest_response_strike.1,not_too_slow,not_too_Fast,sufficient_test_acc,WorkerId,time_gap,worker_ID,batch_number
0.7714,1.0,0.8333333333333334,4.61405,16.244,2.28806,1.23172,1.0,0.9333333333333332,1.5593983333333334,2.35345,1.502680357142857,1.543695,0.9,1.68295,0.95,1.45155,0.95,5.0,True,True,True,True,True,True,True,A3DW6KSQPG6GVQ,pilot_same_day,A3DW6KSQPG6GVQ,1
1.6543,1.0,0.6666666666666666,2.957466666666667,4.378,2.2472,1.7148,1.0,0.9166666666666666,2.2407966666666668,2.62872,2.205530909090909,2.218875,0.8,2.27588,0.95,2.2276350000000003,1.0,3.0,True,True,True,True,True,True,True,A1MD74JPL7E9PK,pilot_same_day,A1MD74JPL7E9PK,1
1.7338,1.0,0.6666666666666666,159.1962,472.9452,2.3217,1.12628,1.0,0.7666666666666667,3.0924366666666665,3.1846357142857142,3.0643760869565217,3.70014,0.85,2.46106,0.8,3.11611,0.65,6.0,True,True,True,True,True,True,True,A2GYZK79RQAH4I,pilot_same_day,A2GYZK79RQAH4I,1
1.1571,1.0,0.6666666666666666,2.5994833333333336,3.11145,2.3435,1.654275,0.8,0.75,1.895523333333333,2.15398,1.809371111111111,2.020025,0.7,1.759855,0.85,1.90669,0.7,4.0,True,True,True,True,True,True,True,A3YG4NM3FQQQY,pilot_same_day,A3YG4NM3FQQQY,1
1.334,1.0,0.8333333333333334,3.4005000000000005,1.89,3.7026,1.3884,1.0,0.6166666666666667,2.2477333333333336,2.2977826086956523,2.2166216216216217,2.0048,0.55,2.3797,0.55,2.3587,0.75,4.0,True,True,True,True,True,True,True,A2CZ8O9PGNTC2L,pilot_same_day,A2CZ8O9PGNTC2L,1
1.5463,1.0,0.6666666666666666,2.187916667,3.1228500005,1.72045000025,1.8638600002,1.0,0.75,1.8193666665833328,1.8874800000666667,1.7966622220888888,1.6567149998,0.95,1.7966050001,0.55,2.00477999985,0.75,3.0,True,True,True,True,True,True,True,A2LMSIDVE4E4IO,pilot_same_day,A2LMSIDVE4E4IO,1
0.6224,1.0,0.6666666666666666,1.4614833333333337,1.48345,1.4505,0.58892,1.0,0.5666666666666667,3.333858333333333,3.504226923076923,3.203576470588235,2.72572,0.65,4.540585,0.6,2.73527,0.45,5.0,True,True,True,True,False,True,False,AH7Z2M3KSQ4DW,pilot_same_day,AH7Z2M3KSQ4DW,1
0.6886,1.0,0.6666666666666666,2.811783333333333,5.11895,1.6582,0.5959800000000002,1.0,0.8666666666666667,3.2430700000000003,4.0147375,3.1243519230769228,2.5958300000000003,0.7,4.238575,0.95,2.894805,0.95,2.0,True,True,True,True,True,True,True,AX27MR7AMU52H,pilot_same_day,AX27MR7AMU52H,1
0.898,1.0,0.8333333333333334,2.0501666666666667,2.23,2.0142,0.6602,1.0,0.8333333333333334,1.6342166666666664,2.1691,1.52724,1.40795,0.95,1.5326499999999998,0.9,1.96205,0.65,4.0,True,True,True,True,True,True,True,A209V2VHLLQ59W,pilot_same_day,A209V2VHLLQ59W,1
1.1677,1.0,0.6666666666666666,2.03965,2.79725,1.66085,0.8788,1.0,0.8,2.295225,2.701825,2.193575,2.34805,0.85,2.20699,0.8,2.330635,0.75,8.0,True,True,True,True,True,True,True,ASC9DUCC64M3P,pilot_same_day,ASC9DUCC64M3P,1
1.6629,1.0,1.0,2.48515,,2.48515,1.2706333333333335,0.6,0.5833333333333334,2.4202516666666667,2.6675560000000003,2.243605714285714,2.46465,0.55,2.295145,0.55,2.50096,0.65,3.0,True,True,False,True,True,True,False,AMSVPV5BX5XFO,pilot_same_day,AMSVPV5BX5XFO,1
1.3905,1.0,0.1666666666666666,1.0092999993333334,0.7898999994,2.106299999,1.1073400002,1.0,0.5333333333333333,0.0702466667833333,0.1177964288214285,0.028640625,0.1449149998,0.55,0.0301100003999999,0.45,0.0357150001499999,0.6,3.0,False,True,True,True,True,False,False,A3E85JBWPSBQEO,pilot_same_day,A3E85JBWPSBQEO,1
2.611,1.0,0.3333333333333333,2.8371666666666666,3.69725,1.117,2.184,0.6,0.5666666666666667,1.4868333333333332,1.446576923076923,1.5176176470588234,1.36775,0.55,1.61295,0.5,1.4798,0.65,13.0,False,True,False,True,True,True,False,A166BS4L4QUBR9,pilot_same_day,A166BS4L4QUBR9,1
0.6707,1.0,0.6666666666666666,1.5045166666666665,2.5575,0.978025,1.0482,1.0,0.5166666666666667,0.1761216666666666,0.1625103448275862,0.1888548387096774,0.175935,0.55,0.196915,0.55,0.155515,0.45,2.0,True,True,True,True,True,False,False,APQW7NA9155CV,pilot_same_day,APQW7NA9155CV,1
1.8265,1.0,0.3333333333333333,1.76635,1.86515,1.56875,1.4125600000000005,1.0,0.4,2.585008333333333,2.9599444444444445,2.022604166666667,2.59107,0.5,2.901875,0.35,2.26208,0.35,4.0,False,True,True,True,True,True,False,A1TM3LLCKLP5Y3,pilot_same_day,A1TM3LLCKLP5Y3,1
1.130200001,1.0,0.5,2.7205333323333334,3.0155333320000004,2.425533332666667,1.0033399998,1.0,0.6833333333333333,1.9805749998833333,2.3110473682105264,1.827429268219512,2.09778499985,0.55,2.10366500005,0.65,1.74027499975,0.85,6.0,True,True,True,True,True,True,True,A2PI9FQWMWE8J3,pilot_same_day,A2PI9FQWMWE8J3,1
