,req1,req2,req3
CANARY_1.jpg,8,97,75
CANARY_2.jpg,30,65,94
CANARY_3.jpg,0,62,98
CANARY_4.jpg,0,138,104
CANARY_5.jpg,0,136,3
CAPE_GLOSSY_STARLING_1.jpg,0,87,113
CAPE_GLOSSY_STARLING_2.jpg,0,49,47
CAPE_GLOSSY_STARLING_3.jpg,0,4,4
CAPE_GLOSSY_STARLING_4.jpg,0,81,149
CAPE_GLOSSY_STARLING_5.jpg,0,25,100
CAPE_LONGCLAW_1.jpg,0,57,73
CAPE_LONGCLAW_2.jpg,2,88,121
CAPE_LONGCLAW_3.jpg,1,6,2
CAPE_LONGCLAW_4.jpg,0,46,5
CAPE_LONGCLAW_5.jpg,24,35,28
CAPE_MAY_WARBLER_1.jpg,0,24,39
CAPE_MAY_WARBLER_2.jpg,0,19,16
CAPE_MAY_WARBLER_3.jpg,0,40,26
CAPE_MAY_WARBLER_4.jpg,0,0,136
CAPE_MAY_WARBLER_5.jpg,2,33,48
CAPE_ROCK_THRUSH_1.jpg,0,42,51
CAPE_ROCK_THRUSH_2.jpg,0,23,7
CAPE_ROCK_THRUSH_3.jpg,0,21,71
CAPE_ROCK_THRUSH_4.jpg,0,25,51
CAPE_ROCK_THRUSH_5.jpg,1,30,38
CAPPED_HERON_1.jpg,0,55,3
CAPPED_HERON_2.jpg,13,93,81
CAPPED_HERON_3.jpg,0,64,6
CAPPED_HERON_4.jpg,1,10,3
CAPPED_HERON_5.jpg,0,119,27
CAPUCHINBIRD_1.jpg,0,9,100
CAPUCHINBIRD_2.jpg,13,6,142
CAPUCHINBIRD_3.jpg,0,26,14
CAPUCHINBIRD_4.jpg,0,6,39
CAPUCHINBIRD_5.jpg,2,0,25
CARMINE_BEE-EATER_1.jpg,0,19,59
CARMINE_BEE-EATER_2.jpg,0,8,68
CARMINE_BEE-EATER_3.jpg,0,19,292
CARMINE_BEE-EATER_4.jpg,1,1,88
CARMINE_BEE-EATER_5.jpg,0,17,265
CASPIAN_TERN_1.jpg,0,166,70
CASPIAN_TERN_2.jpg,0,5,130
CASPIAN_TERN_3.jpg,0,46,27
CASPIAN_TERN_4.jpg,0,0,13
CASPIAN_TERN_5.jpg,0,34,12
CASSOWARY_1.jpg,84,1,0
CASSOWARY_2.jpg,1,2,0
CASSOWARY_3.jpg,13,1,3
CASSOWARY_4.jpg,0,0,12
CASSOWARY_5.jpg,0,3,26
CEDAR_WAXWING_1.jpg,0,24,376
CEDAR_WAXWING_2.jpg,0,8,76
CEDAR_WAXWING_3.jpg,0,13,312
CEDAR_WAXWING_4.jpg,21,30,109
CEDAR_WAXWING_5.jpg,0,4,115
CERULEAN_WARBLER_1.jpg,0,0,439
CERULEAN_WARBLER_2.jpg,0,33,54
CERULEAN_WARBLER_3.jpg,0,17,3
CERULEAN_WARBLER_4.jpg,0,16,19
CERULEAN_WARBLER_5.jpg,4,23,65
CHARA_DE_COLLAR_1.jpg,0,110,147
CHARA_DE_COLLAR_2.jpg,38,49,37
CHARA_DE_COLLAR_3.jpg,0,3,83
CHARA_DE_COLLAR_4.jpg,0,64,14
CHARA_DE_COLLAR_5.jpg,0,41,26
CHATTERING_LORY_1.jpg,0,76,127
CHATTERING_LORY_2.jpg,0,64,210
CHATTERING_LORY_3.jpg,0,56,310
CHATTERING_LORY_4.jpg,0,4,13
CHATTERING_LORY_5.jpg,0,31,123
CHESTNET_BELLIED_EUPHONIA_1.jpg,0,22,21
CHESTNET_BELLIED_EUPHONIA_2.jpg,0,15,34
CHESTNET_BELLIED_EUPHONIA_3.jpg,0,38,56
CHESTNET_BELLIED_EUPHONIA_4.jpg,0,51,158
CHESTNET_BELLIED_EUPHONIA_5.jpg,0,11,63
CHINESE_BAMBOO_PARTRIDGE_1.jpg,1,2,0
CHINESE_BAMBOO_PARTRIDGE_2.jpg,0,13,1
CHINESE_BAMBOO_PARTRIDGE_3.jpg,0,6,7
CHINESE_BAMBOO_PARTRIDGE_4.jpg,8,9,7
CHINESE_BAMBOO_PARTRIDGE_5.jpg,0,53,15
CHINESE_POND_HERON_1.jpg,43,55,43
CHINESE_POND_HERON_2.jpg,0,18,32
CHINESE_POND_HERON_3.jpg,0,29,15
CHINESE_POND_HERON_4.jpg,6,3,0
CHINESE_POND_HERON_5.jpg,0,102,29
CHIPPING_SPARROW_1.jpg,22,83,212
CHIPPING_SPARROW_2.jpg,0,32,145
CHIPPING_SPARROW_3.jpg,0,37,183
CHIPPING_SPARROW_4.jpg,0,36,117
CHIPPING_SPARROW_5.jpg,0,41,23
CHUCAO_TAPACULO_1.jpg,0,26,12
CHUCAO_TAPACULO_2.jpg,0,0,31
CHUCAO_TAPACULO_3.jpg,11,5,101
CHUCAO_TAPACULO_4.jpg,0,30,90
CHUCAO_TAPACULO_5.jpg,0,2,18
CHUKAR_PARTRIDGE_1.jpg,0,65,75
CHUKAR_PARTRIDGE_2.jpg,0,56,6
CHUKAR_PARTRIDGE_3.jpg,0,78,11
CHUKAR_PARTRIDGE_4.jpg,0,86,11
CHUKAR_PARTRIDGE_5.jpg,0,155,28
CINNAMON_ATTILA_1.jpg,0,16,43
CINNAMON_ATTILA_2.jpg,7,74,18
CINNAMON_ATTILA_3.jpg,8,6,57
CINNAMON_ATTILA_4.jpg,0,5,20
CINNAMON_ATTILA_5.jpg,6,7,81
CINNAMON_FLYCATCHER_1.jpg,2,8,123
CINNAMON_FLYCATCHER_2.jpg,0,9,16
CINNAMON_FLYCATCHER_3.jpg,0,23,45
CINNAMON_FLYCATCHER_4.jpg,0,34,94
CINNAMON_FLYCATCHER_5.jpg,0,18,32
CINNAMON_TEAL_1.jpg,7,30,1
CINNAMON_TEAL_2.jpg,1,9,25
CINNAMON_TEAL_3.jpg,0,27,11
CINNAMON_TEAL_4.jpg,0,6,1
CINNAMON_TEAL_5.jpg,0,4,15
CLARKS_NUTCRACKER_1.jpg,0,68,156
CLARKS_NUTCRACKER_2.jpg,0,81,81
CLARKS_NUTCRACKER_3.jpg,0,16,12
CLARKS_NUTCRACKER_4.jpg,0,78,129
CLARKS_NUTCRACKER_5.jpg,0,33,34
COCKATOO_1.jpg,0,37,5
COCKATOO_2.jpg,0,4,7
COCKATOO_3.jpg,0,26,6
COCKATOO_4.jpg,0,2,2
COCKATOO_5.jpg,0,18,13
COCK_OF_THE__ROCK_1.jpg,1,18,181
COCK_OF_THE__ROCK_2.jpg,0,56,72
COCK_OF_THE__ROCK_3.jpg,0,21,125
COCK_OF_THE__ROCK_4.jpg,0,16,76
COCK_OF_THE__ROCK_5.jpg,0,67,147
COLLARED_ARACARI_1.jpg,13,3,164
COLLARED_ARACARI_2.jpg,0,0,55
COLLARED_ARACARI_3.jpg,0,1,53
COLLARED_ARACARI_4.jpg,0,0,43
COLLARED_ARACARI_5.jpg,0,3,95
COMMON_FIRECREST_1.jpg,0,0,171
COMMON_FIRECREST_2.jpg,0,0,16
COMMON_FIRECREST_3.jpg,0,1,16
COMMON_FIRECREST_4.jpg,14,11,62
COMMON_FIRECREST_5.jpg,0,1,16
COMMON_GRACKLE_1.jpg,0,1,14
COMMON_GRACKLE_2.jpg,0,114,60
COMMON_GRACKLE_3.jpg,0,15,315
COMMON_GRACKLE_4.jpg,0,20,106
COMMON_GRACKLE_5.jpg,10,62,134
COMMON_HOUSE_MARTIN_1.jpg,0,4,0
COMMON_HOUSE_MARTIN_2.jpg,0,4,20
COMMON_HOUSE_MARTIN_3.jpg,0,1,172
COMMON_HOUSE_MARTIN_4.jpg,0,97,65
COMMON_HOUSE_MARTIN_5.jpg,0,10,18
COMMON_IORA_1.jpg,0,8,50
COMMON_IORA_2.jpg,5,38,147
COMMON_IORA_3.jpg,0,48,22
COMMON_IORA_4.jpg,0,7,144
COMMON_IORA_5.jpg,0,6,29
COMMON_LOON_1.jpg,0,22,38
COMMON_LOON_2.jpg,0,10,177
COMMON_LOON_3.jpg,0,9,60
COMMON_LOON_4.jpg,0,6,16
COMMON_LOON_5.jpg,0,2,29
COMMON_POORWILL_1.jpg,0,2,0
COMMON_POORWILL_2.jpg,0,5,1
COMMON_POORWILL_3.jpg,0,23,14
COMMON_POORWILL_4.jpg,0,0,0
COMMON_POORWILL_5.jpg,0,0,0
COMMON_STARLING_1.jpg,0,46,36
COMMON_STARLING_2.jpg,0,58,69
COMMON_STARLING_3.jpg,0,35,101
COMMON_STARLING_4.jpg,0,71,54
COMMON_STARLING_5.jpg,0,16,264
COPPERY_TAILED_COUCAL_1.jpg,0,7,187
COPPERY_TAILED_COUCAL_2.jpg,8,7,12
COPPERY_TAILED_COUCAL_3.jpg,0,3,3
COPPERY_TAILED_COUCAL_4.jpg,0,24,28
COPPERY_TAILED_COUCAL_5.jpg,2,24,15
CRAB_PLOVER_1.jpg,0,90,20
CRAB_PLOVER_2.jpg,0,34,16
CRAB_PLOVER_3.jpg,0,62,61
CRAB_PLOVER_4.jpg,0,18,27
CRAB_PLOVER_5.jpg,1,109,41
CRANE_HAWK_1.jpg,0,14,6
CRANE_HAWK_2.jpg,0,9,62
CRANE_HAWK_3.jpg,0,23,35
CRANE_HAWK_4.jpg,0,79,86
CRANE_HAWK_5.jpg,0,4,0
CREAM_COLORED_WOODPECKER_1.jpg,0,2,38
CREAM_COLORED_WOODPECKER_2.jpg,4,13,57
CREAM_COLORED_WOODPECKER_3.jpg,0,9,19
CREAM_COLORED_WOODPECKER_4.jpg,17,5,18
CREAM_COLORED_WOODPECKER_5.jpg,11,5,49
CRESTED_AUKLET_1.jpg,0,48,125
CRESTED_AUKLET_2.jpg,0,45,115
CRESTED_AUKLET_3.jpg,0,8,4
CRESTED_AUKLET_4.jpg,0,24,100
CRESTED_AUKLET_5.jpg,0,1,8
CRESTED_CARACARA_1.jpg,0,13,26
CRESTED_CARACARA_2.jpg,0,60,110
CRESTED_CARACARA_3.jpg,1,18,14
CRESTED_CARACARA_4.jpg,0,142,160
CRESTED_CARACARA_5.jpg,0,110,452
CRESTED_COUA_1.jpg,0,19,14
CRESTED_COUA_2.jpg,0,11,115
CRESTED_COUA_3.jpg,0,31,38
CRESTED_COUA_4.jpg,1,6,53
CRESTED_COUA_5.jpg,0,23,373
CRESTED_FIREBACK_1.jpg,0,5,1
CRESTED_FIREBACK_2.jpg,0,3,4
CRESTED_FIREBACK_3.jpg,0,27,56
CRESTED_FIREBACK_4.jpg,0,45,8
CRESTED_FIREBACK_5.jpg,0,47,57
CRESTED_KINGFISHER_1.jpg,0,14,177
CRESTED_KINGFISHER_2.jpg,0,14,128
CRESTED_KINGFISHER_3.jpg,0,6,161
CRESTED_KINGFISHER_4.jpg,0,2,133
CRESTED_KINGFISHER_5.jpg,0,8,23
CRESTED_NUTHATCH_1.jpg,0,10,79
CRESTED_NUTHATCH_2.jpg,5,79,563
CRESTED_NUTHATCH_3.jpg,0,7,178
CRESTED_NUTHATCH_4.jpg,0,40,80
CRESTED_NUTHATCH_5.jpg,0,1,11
CRESTED_OROPENDOLA_1.jpg,0,7,31
CRESTED_OROPENDOLA_2.jpg,0,3,56
CRESTED_OROPENDOLA_3.jpg,2,37,136
CRESTED_OROPENDOLA_4.jpg,0,23,122
CRESTED_OROPENDOLA_5.jpg,5,17,159
CRESTED_SHRIKETIT_1.jpg,0,33,225
CRESTED_SHRIKETIT_2.jpg,0,45,119
CRESTED_SHRIKETIT_3.jpg,0,2,12
CRESTED_SHRIKETIT_4.jpg,0,45,223
CRESTED_SHRIKETIT_5.jpg,0,24,123
CRIMSON_CHAT_1.jpg,0,32,396
CRIMSON_CHAT_2.jpg,0,22,303
CRIMSON_CHAT_3.jpg,0,39,45
CRIMSON_CHAT_4.jpg,0,51,98
CRIMSON_CHAT_5.jpg,0,19,252
CRIMSON_SUNBIRD_1.jpg,0,18,68
CRIMSON_SUNBIRD_2.jpg,0,73,139
CRIMSON_SUNBIRD_3.jpg,0,26,84
CRIMSON_SUNBIRD_4.jpg,0,14,227
CRIMSON_SUNBIRD_5.jpg,2,1,166
CROWNED_PIGEON_1.jpg,0,42,14
CROWNED_PIGEON_2.jpg,0,23,45
CROWNED_PIGEON_3.jpg,0,0,48
CROWNED_PIGEON_4.jpg,0,83,2
CROWNED_PIGEON_5.jpg,0,0,13
CROW_1.jpg,0,61,41
CROW_2.jpg,0,36,24
CROW_3.jpg,6,72,47
CROW_4.jpg,0,73,41
CROW_5.jpg,0,32,48
CUBAN_TODY_1.jpg,15,37,85
CUBAN_TODY_2.jpg,0,9,131
CUBAN_TODY_3.jpg,38,14,117
CUBAN_TODY_4.jpg,0,21,135
CUBAN_TODY_5.jpg,0,7,142
CUBAN_TROGON_1.jpg,0,9,67
CUBAN_TROGON_2.jpg,0,8,251
CUBAN_TROGON_3.jpg,0,3,133
CUBAN_TROGON_4.jpg,0,7,68
CUBAN_TROGON_5.jpg,0,1,272
CURL_CRESTED_ARACURI_1.jpg,0,30,100
CURL_CRESTED_ARACURI_2.jpg,0,9,101
CURL_CRESTED_ARACURI_3.jpg,0,1,172
CURL_CRESTED_ARACURI_4.jpg,0,1,73
CURL_CRESTED_ARACURI_5.jpg,0,1,12
D-ARNAUDS_BARBET_1.jpg,0,92,84
D-ARNAUDS_BARBET_2.jpg,0,3,9
D-ARNAUDS_BARBET_3.jpg,0,27,14
D-ARNAUDS_BARBET_4.jpg,0,5,58
D-ARNAUDS_BARBET_5.jpg,0,68,13
DALMATIAN_PELICAN_1.jpg,0,19,0
DALMATIAN_PELICAN_2.jpg,0,8,18
DALMATIAN_PELICAN_3.jpg,0,3,3
DALMATIAN_PELICAN_4.jpg,0,14,3
DALMATIAN_PELICAN_5.jpg,0,7,0
DARJEELING_WOODPECKER_1.jpg,0,11,235
DARJEELING_WOODPECKER_2.jpg,0,0,317
DARJEELING_WOODPECKER_3.jpg,0,2,147
DARJEELING_WOODPECKER_4.jpg,0,7,173
DARJEELING_WOODPECKER_5.jpg,0,1,71
DARK_EYED_JUNCO_1.jpg,0,18,27
DARK_EYED_JUNCO_2.jpg,3,27,9
DARK_EYED_JUNCO_3.jpg,0,42,19
DARK_EYED_JUNCO_4.jpg,0,47,72
DARK_EYED_JUNCO_5.jpg,0,11,12
DARWINS_FLYCATCHER_1.jpg,0,14,59
DARWINS_FLYCATCHER_2.jpg,1,19,56
DARWINS_FLYCATCHER_3.jpg,0,21,328
DARWINS_FLYCATCHER_4.jpg,0,26,47
DARWINS_FLYCATCHER_5.jpg,3,11,96
DAURIAN_REDSTART_1.jpg,18,36,71
DAURIAN_REDSTART_2.jpg,23,23,57
DAURIAN_REDSTART_3.jpg,18,35,34
DAURIAN_REDSTART_4.jpg,0,33,109
DAURIAN_REDSTART_5.jpg,0,32,36
DEMOISELLE_CRANE_1.jpg,0,1,117
DEMOISELLE_CRANE_2.jpg,0,12,111
DEMOISELLE_CRANE_3.jpg,12,13,7
DEMOISELLE_CRANE_4.jpg,0,19,25
DEMOISELLE_CRANE_5.jpg,0,27,7
DOUBLE_BARRED_FINCH_1.jpg,0,33,140
DOUBLE_BARRED_FINCH_2.jpg,0,32,211
DOUBLE_BARRED_FINCH_3.jpg,0,61,155
DOUBLE_BARRED_FINCH_4.jpg,0,23,61
DOUBLE_BARRED_FINCH_5.jpg,0,31,224
DOUBLE_BRESTED_CORMARANT_1.jpg,0,0,3
DOUBLE_BRESTED_CORMARANT_2.jpg,0,11,36
DOUBLE_BRESTED_CORMARANT_3.jpg,0,0,20
DOUBLE_BRESTED_CORMARANT_4.jpg,10,8,80
DOUBLE_BRESTED_CORMARANT_5.jpg,1,147,14
DOUBLE_EYED_FIG_PARROT_1.jpg,13,1,41
DOUBLE_EYED_FIG_PARROT_2.jpg,26,102,83
DOUBLE_EYED_FIG_PARROT_3.jpg,28,3,189
DOUBLE_EYED_FIG_PARROT_4.jpg,28,21,129
DOUBLE_EYED_FIG_PARROT_5.jpg,20,1,111
DOWNY_WOODPECKER_1.jpg,0,2,201
DOWNY_WOODPECKER_2.jpg,0,50,127
DOWNY_WOODPECKER_3.jpg,0,24,227
DOWNY_WOODPECKER_4.jpg,0,52,198
DOWNY_WOODPECKER_5.jpg,0,35,220
DUSKY_LORY_1.jpg,0,23,51
DUSKY_LORY_2.jpg,0,1,10
DUSKY_LORY_3.jpg,0,27,34
DUSKY_LORY_4.jpg,0,2,20
DUSKY_LORY_5.jpg,0,9,32
DUSKY_ROBIN_1.jpg,0,46,22
DUSKY_ROBIN_2.jpg,0,51,318
DUSKY_ROBIN_3.jpg,0,47,141
DUSKY_ROBIN_4.jpg,0,45,20
DUSKY_ROBIN_5.jpg,0,34,112
EARED_PITA_1.jpg,0,44,34
EARED_PITA_2.jpg,0,15,13
EARED_PITA_3.jpg,0,43,10
EARED_PITA_4.jpg,0,35,41
EARED_PITA_5.jpg,0,24,20
EASTERN_BLUEBIRD_1.jpg,2,34,81
EASTERN_BLUEBIRD_2.jpg,1,32,94
EASTERN_BLUEBIRD_3.jpg,0,89,419
EASTERN_BLUEBIRD_4.jpg,0,67,131
EASTERN_BLUEBIRD_5.jpg,0,55,84
EASTERN_BLUEBONNET_1.jpg,0,9,237
EASTERN_BLUEBONNET_2.jpg,0,9,127
EASTERN_BLUEBONNET_3.jpg,0,36,288
EASTERN_BLUEBONNET_4.jpg,0,2,298
EASTERN_BLUEBONNET_5.jpg,0,8,104
EASTERN_GOLDEN_WEAVER_1.jpg,0,11,47
EASTERN_GOLDEN_WEAVER_2.jpg,6,19,97
EASTERN_GOLDEN_WEAVER_3.jpg,8,48,154
EASTERN_GOLDEN_WEAVER_4.jpg,0,36,100
EASTERN_GOLDEN_WEAVER_5.jpg,2,72,147
EASTERN_MEADOWLARK_1.jpg,37,15,41
EASTERN_MEADOWLARK_2.jpg,0,10,72
EASTERN_MEADOWLARK_3.jpg,0,22,178
EASTERN_MEADOWLARK_4.jpg,0,34,20
EASTERN_MEADOWLARK_5.jpg,0,58,86
EASTERN_ROSELLA_1.jpg,0,40,206
EASTERN_ROSELLA_2.jpg,0,4,280
EASTERN_ROSELLA_3.jpg,0,5,159
EASTERN_ROSELLA_4.jpg,1,3,353
EASTERN_ROSELLA_5.jpg,0,5,72
EASTERN_TOWEE_1.jpg,0,1,8
EASTERN_TOWEE_2.jpg,0,10,427
EASTERN_TOWEE_3.jpg,20,3,35
EASTERN_TOWEE_4.jpg,1,7,19
EASTERN_TOWEE_5.jpg,0,3,168
EASTERN_WIP_POOR_WILL_1.jpg,0,2,4
EASTERN_WIP_POOR_WILL_2.jpg,0,19,0
EASTERN_WIP_POOR_WILL_3.jpg,0,7,0
EASTERN_WIP_POOR_WILL_4.jpg,0,7,0
EASTERN_WIP_POOR_WILL_5.jpg,13,26,20
ECUADORIAN_HILLSTAR_1.jpg,0,19,142
ECUADORIAN_HILLSTAR_2.jpg,0,13,101
ECUADORIAN_HILLSTAR_3.jpg,18,12,148
ECUADORIAN_HILLSTAR_4.jpg,0,39,111
ECUADORIAN_HILLSTAR_5.jpg,0,33,451
EGYPTIAN_GOOSE_1.jpg,0,70,4
EGYPTIAN_GOOSE_2.jpg,0,23,24
EGYPTIAN_GOOSE_3.jpg,2,12,2
EGYPTIAN_GOOSE_4.jpg,0,3,10
EGYPTIAN_GOOSE_5.jpg,0,15,5
ELEGANT_TROGON_1.jpg,0,47,26
ELEGANT_TROGON_2.jpg,0,59,227
ELEGANT_TROGON_3.jpg,0,10,128
ELEGANT_TROGON_4.jpg,0,9,201
ELEGANT_TROGON_5.jpg,0,18,65
ELLIOTS__PHEASANT_1.jpg,0,4,1
ELLIOTS__PHEASANT_2.jpg,0,0,1
ELLIOTS__PHEASANT_3.jpg,0,0,8
ELLIOTS__PHEASANT_4.jpg,0,5,1
ELLIOTS__PHEASANT_5.jpg,0,0,4
EMERALD_TANAGER_1.jpg,0,65,90
EMERALD_TANAGER_2.jpg,31,4,10
EMERALD_TANAGER_3.jpg,11,63,154
EMERALD_TANAGER_4.jpg,7,5,38
EMERALD_TANAGER_5.jpg,0,79,131
EMPEROR_PENGUIN_1.jpg,0,3,13
EMPEROR_PENGUIN_2.jpg,0,6,15
EMPEROR_PENGUIN_3.jpg,0,13,20
EMPEROR_PENGUIN_4.jpg,0,32,7
EMPEROR_PENGUIN_5.jpg,0,3,73
EMU_1.jpg,8,0,0
EMU_2.jpg,0,6,0
EMU_3.jpg,0,0,0
EMU_4.jpg,0,0,0
EMU_5.jpg,3,0,0
ENGGANO_MYNA_1.jpg,0,8,99
ENGGANO_MYNA_2.jpg,0,40,52
ENGGANO_MYNA_3.jpg,0,30,268
ENGGANO_MYNA_4.jpg,0,4,53
ENGGANO_MYNA_5.jpg,0,81,124
EURASIAN_BULLFINCH_1.jpg,0,28,101
EURASIAN_BULLFINCH_2.jpg,0,8,243
EURASIAN_BULLFINCH_3.jpg,0,24,234
EURASIAN_BULLFINCH_4.jpg,0,19,89
EURASIAN_BULLFINCH_5.jpg,0,30,56
EURASIAN_GOLDEN_ORIOLE_1.jpg,31,42,15
EURASIAN_GOLDEN_ORIOLE_2.jpg,16,93,21
EURASIAN_GOLDEN_ORIOLE_3.jpg,0,66,161
EURASIAN_GOLDEN_ORIOLE_4.jpg,1,20,26
EURASIAN_GOLDEN_ORIOLE_5.jpg,32,9,53
EURASIAN_MAGPIE_1.jpg,0,29,364
EURASIAN_MAGPIE_2.jpg,0,27,26
EURASIAN_MAGPIE_3.jpg,0,60,300
EURASIAN_MAGPIE_4.jpg,4,78,47
EURASIAN_MAGPIE_5.jpg,0,90,128
EUROPEAN_GOLDFINCH_1.jpg,0,4,117
EUROPEAN_GOLDFINCH_2.jpg,0,53,92
EUROPEAN_GOLDFINCH_3.jpg,23,97,76
EUROPEAN_GOLDFINCH_4.jpg,0,115,136
EUROPEAN_GOLDFINCH_5.jpg,0,13,79
EUROPEAN_TURTLE_DOVE_1.jpg,0,9,11
EUROPEAN_TURTLE_DOVE_2.jpg,0,14,33
EUROPEAN_TURTLE_DOVE_3.jpg,0,149,50
EUROPEAN_TURTLE_DOVE_4.jpg,0,27,56
EUROPEAN_TURTLE_DOVE_5.jpg,0,131,64
EVENING_GROSBEAK_1.jpg,0,59,137
EVENING_GROSBEAK_2.jpg,0,74,259
EVENING_GROSBEAK_3.jpg,0,104,139
EVENING_GROSBEAK_4.jpg,0,34,128
EVENING_GROSBEAK_5.jpg,0,82,141
FAIRY_BLUEBIRD_1.jpg,0,62,34
FAIRY_BLUEBIRD_2.jpg,0,66,257
FAIRY_BLUEBIRD_3.jpg,3,17,113
FAIRY_BLUEBIRD_4.jpg,0,7,26
FAIRY_BLUEBIRD_5.jpg,0,10,186
FAIRY_PENGUIN_1.jpg,0,90,22
FAIRY_PENGUIN_2.jpg,0,36,3
FAIRY_PENGUIN_3.jpg,0,19,9
FAIRY_PENGUIN_4.jpg,0,19,10
FAIRY_PENGUIN_5.jpg,1,4,0
FAIRY_TERN_1.jpg,12,94,76
FAIRY_TERN_2.jpg,0,1,76
FAIRY_TERN_3.jpg,0,21,81
FAIRY_TERN_4.jpg,1,100,12
FAIRY_TERN_5.jpg,0,41,14
FAN_TAILED_WIDOW_1.jpg,0,22,96
FAN_TAILED_WIDOW_2.jpg,0,15,182
FAN_TAILED_WIDOW_3.jpg,7,8,148
FAN_TAILED_WIDOW_4.jpg,0,43,404
FAN_TAILED_WIDOW_5.jpg,0,32,50
FASCIATED_WREN_1.jpg,0,11,94
FASCIATED_WREN_2.jpg,0,20,105
FASCIATED_WREN_3.jpg,0,10,1
FASCIATED_WREN_4.jpg,0,44,124
FASCIATED_WREN_5.jpg,0,42,14
FIERY_MINIVET_1.jpg,21,13,52
FIERY_MINIVET_2.jpg,0,19,250
FIERY_MINIVET_3.jpg,0,11,29
FIERY_MINIVET_4.jpg,0,1,15
FIERY_MINIVET_5.jpg,0,31,112
FIORDLAND_PENGUIN_1.jpg,0,23,45
FIORDLAND_PENGUIN_2.jpg,0,1,13
FIORDLAND_PENGUIN_3.jpg,0,2,23
FIORDLAND_PENGUIN_4.jpg,0,7,51
FIORDLAND_PENGUIN_5.jpg,0,4,24
FIRE_TAILLED_MYZORNIS_1.jpg,0,93,134
FIRE_TAILLED_MYZORNIS_2.jpg,1,8,13
FIRE_TAILLED_MYZORNIS_3.jpg,0,15,166
FIRE_TAILLED_MYZORNIS_4.jpg,1,76,78
FIRE_TAILLED_MYZORNIS_5.jpg,1,32,90
FLAME_BOWERBIRD_1.jpg,0,174,26
FLAME_BOWERBIRD_2.jpg,0,23,44
FLAME_BOWERBIRD_3.jpg,0,161,65
FLAME_BOWERBIRD_4.jpg,0,111,23
FLAME_BOWERBIRD_5.jpg,0,50,154
FLAME_TANAGER_1.jpg,0,43,94
FLAME_TANAGER_2.jpg,0,18,61
FLAME_TANAGER_3.jpg,0,45,51
FLAME_TANAGER_4.jpg,0,83,107
FLAME_TANAGER_5.jpg,0,58,76
FRIGATE_1.jpg,7,0,90
FRIGATE_2.jpg,0,21,5
FRIGATE_3.jpg,0,1,7
FRIGATE_4.jpg,2,0,41
FRIGATE_5.jpg,0,2,21
GAMBELS_QUAIL_1.jpg,0,68,33
GAMBELS_QUAIL_2.jpg,0,64,47
GAMBELS_QUAIL_3.jpg,0,115,95
GAMBELS_QUAIL_4.jpg,0,39,23
GAMBELS_QUAIL_5.jpg,0,103,68
GANG_GANG_COCKATOO_1.jpg,0,6,47
GANG_GANG_COCKATOO_2.jpg,0,5,18
GANG_GANG_COCKATOO_3.jpg,0,1,54
GANG_GANG_COCKATOO_4.jpg,0,2,17
GANG_GANG_COCKATOO_5.jpg,0,15,32
GILA_WOODPECKER_1.jpg,0,11,289
GILA_WOODPECKER_2.jpg,0,70,34
GILA_WOODPECKER_3.jpg,0,37,422
GILA_WOODPECKER_4.jpg,0,40,26
GILA_WOODPECKER_5.jpg,0,5,41
GILDED_FLICKER_1.jpg,0,16,115
GILDED_FLICKER_2.jpg,1,120,64
GILDED_FLICKER_3.jpg,0,44,77
GILDED_FLICKER_4.jpg,0,104,28
GILDED_FLICKER_5.jpg,0,24,109
GLOSSY_IBIS_1.jpg,1,10,6
GLOSSY_IBIS_2.jpg,0,23,37
GLOSSY_IBIS_3.jpg,0,27,14
GLOSSY_IBIS_4.jpg,0,2,16
GLOSSY_IBIS_5.jpg,0,15,32
GOLDEN_BOWER_BIRD_1.jpg,3,4,0
GOLDEN_BOWER_BIRD_2.jpg,3,4,13
GOLDEN_BOWER_BIRD_3.jpg,8,1,11
GOLDEN_BOWER_BIRD_4.jpg,25,13,8
GOLDEN_BOWER_BIRD_5.jpg,0,27,45
GOLDEN_CHEEKED_WARBLER_1.jpg,0,28,135
GOLDEN_CHEEKED_WARBLER_2.jpg,0,56,430
GOLDEN_CHEEKED_WARBLER_3.jpg,0,71,227
GOLDEN_CHEEKED_WARBLER_4.jpg,0,43,91
GOLDEN_CHEEKED_WARBLER_5.jpg,0,23,110
GOLDEN_CHLOROPHONIA_1.jpg,8,105,125
GOLDEN_CHLOROPHONIA_2.jpg,36,39,91
GOLDEN_CHLOROPHONIA_3.jpg,0,129,147
GOLDEN_CHLOROPHONIA_4.jpg,0,64,137
GOLDEN_CHLOROPHONIA_5.jpg,1,158,87
GOLDEN_EAGLE_1.jpg,0,0,10
GOLDEN_EAGLE_2.jpg,0,4,3
GOLDEN_EAGLE_3.jpg,6,2,8
GOLDEN_EAGLE_4.jpg,0,12,7
GOLDEN_EAGLE_5.jpg,0,8,19
GOLDEN_PARAKEET_1.jpg,0,69,66
GOLDEN_PARAKEET_2.jpg,26,5,26
GOLDEN_PARAKEET_3.jpg,0,29,10
GOLDEN_PARAKEET_4.jpg,1,39,11
GOLDEN_PARAKEET_5.jpg,1,80,42
GOLDEN_PHEASANT_1.jpg,0,18,67
GOLDEN_PHEASANT_2.jpg,0,5,19
