,Worker ID,Link to Individual Worker Page,Number of HITs approved or rejected - Lifetime,Number of HITs approved - Lifetime,Your Lifetime approval rate,Number of HITs approved or rejected - Last 30 days,Number of HITs approved - Last 30 days,Your Last 30 days approval rate,Number of HITs approved or rejected - Last 7 days,Number of HITs approved - Last 7 days,Your Last 7 days approval rate,CURRENT-took part in a tapseq task,UPDATE-took part in a tapseq task,CURRENT-participated in the past,UPDATE-participated in the past,CURRENT-eligible for next step memory rep,UPDATE-eligible for next step memory rep,CURRENT-eligible for memory testing 1 week,UPDATE-eligible for memory testing 1 week,CURRENT-completed memory rep,UPDATE-completed memory rep,CURRENT-completed memory encoding 24h,UPDATE-completed memory encoding 24h,CURRENT-completed encoding successfully ,UPDATE-completed encoding successfully ,CURRENT-completed day5,UPDATE-completed day5,CURRENT-completed day4,UPDATE-completed day4,CURRENT-completed day3,UPDATE-completed day3,CURRENT-completed day2,UPDATE-completed day2,CURRENT-completed day1,UPDATE-completed day1,CURRENT-Completed My Experiment Already,UPDATE-Completed My Experiment Already,CURRENT BlockStatus,UPDATE BlockStatus,BlockReason,demo_demo_accuracy,demo_arrow_correct,encoding_arrow_accuracy,testing_longest_response_strike,not_too_slow,not_too_Fast,sufficient_test_acc,WorkerId
487,A1TRO537S2U7QV,https://requester.mturk.com/workers/A1TRO537S2U7QV,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
488,A1TRR601XVC4D7,https://requester.mturk.com/workers/A1TRR601XVC4D7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
489,A1TVTBW5CSYTF9,https://requester.mturk.com/workers/A1TVTBW5CSYTF9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
490,A1TW2BZRRS874Z,https://requester.mturk.com/workers/A1TW2BZRRS874Z,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
491,A1TXW9TMMU6K2U,https://requester.mturk.com/workers/A1TXW9TMMU6K2U,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
492,A1TY1T80SHMHQQ,https://requester.mturk.com/workers/A1TY1T80SHMHQQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
493,A1U0FDPQ953KXX,https://requester.mturk.com/workers/A1U0FDPQ953KXX,2,2,100.00%,2,2,100.00%,0,0,0.00%,,,,,1.0,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
494,A1U1CPZ9Y9KYFF,https://requester.mturk.com/workers/A1U1CPZ9Y9KYFF,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
495,A1U1QHWJPNE6V1,https://requester.mturk.com/workers/A1U1QHWJPNE6V1,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
496,A1U3TT3VMH9FU9,https://requester.mturk.com/workers/A1U3TT3VMH9FU9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
497,A1U686ZS9LI9O6,https://requester.mturk.com/workers/A1U686ZS9LI9O6,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
498,A1U69QDM8UIXZ5,https://requester.mturk.com/workers/A1U69QDM8UIXZ5,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
499,A1UACZOEGQ86U6,https://requester.mturk.com/workers/A1UACZOEGQ86U6,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
500,A1UEHTBS0LZAA0,https://requester.mturk.com/workers/A1UEHTBS0LZAA0,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
501,A1UFS2BDTPT5DX,https://requester.mturk.com/workers/A1UFS2BDTPT5DX,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
502,A1UJ3TGT8671NH,https://requester.mturk.com/workers/A1UJ3TGT8671NH,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
503,A1UK8S8R5QYL6D,https://requester.mturk.com/workers/A1UK8S8R5QYL6D,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
504,A1UR15IJ4Y48XO,https://requester.mturk.com/workers/A1UR15IJ4Y48XO,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
505,A1UTNAK70QH9JS,https://requester.mturk.com/workers/A1UTNAK70QH9JS,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
506,A1UTY4CQSZ8NW,https://requester.mturk.com/workers/A1UTY4CQSZ8NW,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
507,A1UV0XY0Z70X84,https://requester.mturk.com/workers/A1UV0XY0Z70X84,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
508,A1UV9BMWWQZY0H,https://requester.mturk.com/workers/A1UV9BMWWQZY0H,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
509,A1UY2W2FL9CWN,https://requester.mturk.com/workers/A1UY2W2FL9CWN,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
510,A1UZXOMO6BS6I2,https://requester.mturk.com/workers/A1UZXOMO6BS6I2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
511,A1V3I0EG3DVY29,https://requester.mturk.com/workers/A1V3I0EG3DVY29,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
512,A1V8SDVOE9LFDT,https://requester.mturk.com/workers/A1V8SDVOE9LFDT,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
513,A1VAJ5IQDKPUFY,https://requester.mturk.com/workers/A1VAJ5IQDKPUFY,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
514,A1VAL7L9L79IN0,https://requester.mturk.com/workers/A1VAL7L9L79IN0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
515,A1VCAMP3XM62R4,https://requester.mturk.com/workers/A1VCAMP3XM62R4,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
516,A1VCN0ZDPV4U2T,https://requester.mturk.com/workers/A1VCN0ZDPV4U2T,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
517,A1VHBFMIJYL5SB,https://requester.mturk.com/workers/A1VHBFMIJYL5SB,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
518,A1VIDXC2Z3KSCJ,https://requester.mturk.com/workers/A1VIDXC2Z3KSCJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
519,A1VKGII4PKKS3T,https://requester.mturk.com/workers/A1VKGII4PKKS3T,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
520,A1VL7507UONPX0,https://requester.mturk.com/workers/A1VL7507UONPX0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
521,A1VLH6ZN45VELT,https://requester.mturk.com/workers/A1VLH6ZN45VELT,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
522,A1VMPZVVVZUCS4,https://requester.mturk.com/workers/A1VMPZVVVZUCS4,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
523,A1VR1XQEQQXYUE,https://requester.mturk.com/workers/A1VR1XQEQQXYUE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
524,A1VRBTDT3VJSIA,https://requester.mturk.com/workers/A1VRBTDT3VJSIA,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
525,A1VRG5HKZC0H0C,https://requester.mturk.com/workers/A1VRG5HKZC0H0C,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
526,A1VRXZADIKWB4S,https://requester.mturk.com/workers/A1VRXZADIKWB4S,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
527,A1VSEDABJFNUVQ,https://requester.mturk.com/workers/A1VSEDABJFNUVQ,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
528,A1VVEQOIHSSHX0,https://requester.mturk.com/workers/A1VVEQOIHSSHX0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
529,A1VVXZYA3TPHP0,https://requester.mturk.com/workers/A1VVXZYA3TPHP0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
530,A1VZ4JK87Z8OXC,https://requester.mturk.com/workers/A1VZ4JK87Z8OXC,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
531,A1W3FO0D77CF5T,https://requester.mturk.com/workers/A1W3FO0D77CF5T,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
532,A1W43DJMY8JZHS,https://requester.mturk.com/workers/A1W43DJMY8JZHS,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
533,A1W61DW31HCGQ2,https://requester.mturk.com/workers/A1W61DW31HCGQ2,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
534,A1W850QN9RK019,https://requester.mturk.com/workers/A1W850QN9RK019,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
535,A1W9HGZ8IKQMTW,https://requester.mturk.com/workers/A1W9HGZ8IKQMTW,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
536,A1WBGYZ6Y8NJ9,https://requester.mturk.com/workers/A1WBGYZ6Y8NJ9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
537,A1WKF2VH7TV0H2,https://requester.mturk.com/workers/A1WKF2VH7TV0H2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
538,A1WL3NZ50YEOWP,https://requester.mturk.com/workers/A1WL3NZ50YEOWP,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
539,A1WLSCW0N2KLCN,https://requester.mturk.com/workers/A1WLSCW0N2KLCN,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
540,A1WMOJNU4FFQY8,https://requester.mturk.com/workers/A1WMOJNU4FFQY8,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
541,A1WU3FDNCX9IDN,https://requester.mturk.com/workers/A1WU3FDNCX9IDN,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
542,A1WVN6S68Y1M45,https://requester.mturk.com/workers/A1WVN6S68Y1M45,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
543,A1WVNDH62P2UNZ,https://requester.mturk.com/workers/A1WVNDH62P2UNZ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
544,A1WX06MCBUD03C,https://requester.mturk.com/workers/A1WX06MCBUD03C,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
545,A1WYD305O12KFE,https://requester.mturk.com/workers/A1WYD305O12KFE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
546,A1WZY0K6IE3ASG,https://requester.mturk.com/workers/A1WZY0K6IE3ASG,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
547,A1X1HUVI6BTIMV,https://requester.mturk.com/workers/A1X1HUVI6BTIMV,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
548,A1X2J73SSA05TD,https://requester.mturk.com/workers/A1X2J73SSA05TD,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
549,A1X65JF24DWI87,https://requester.mturk.com/workers/A1X65JF24DWI87,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
550,A1X8YRYS8MBDWX,https://requester.mturk.com/workers/A1X8YRYS8MBDWX,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
551,A1XDNK4KY173CL,https://requester.mturk.com/workers/A1XDNK4KY173CL,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
552,A1XIQMF8ZAWHGG,https://requester.mturk.com/workers/A1XIQMF8ZAWHGG,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
553,A1XIXGOB9KUMPJ,https://requester.mturk.com/workers/A1XIXGOB9KUMPJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
554,A1XM0SQUNC4EFH,https://requester.mturk.com/workers/A1XM0SQUNC4EFH,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
555,A1XPZRA2XD4GNF,https://requester.mturk.com/workers/A1XPZRA2XD4GNF,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
556,A1XU6PKM8YYGJ2,https://requester.mturk.com/workers/A1XU6PKM8YYGJ2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
557,A1XUZFDVKP95VC,https://requester.mturk.com/workers/A1XUZFDVKP95VC,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
558,A1XVEKS9O73ERE,https://requester.mturk.com/workers/A1XVEKS9O73ERE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
559,A1XWBSRUGGNEA2,https://requester.mturk.com/workers/A1XWBSRUGGNEA2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
560,A1XZD3ZCEAAMAW,https://requester.mturk.com/workers/A1XZD3ZCEAAMAW,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
561,A1Y3IPBBZQTWR2,https://requester.mturk.com/workers/A1Y3IPBBZQTWR2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
562,A1Y3WF3641GHGZ,https://requester.mturk.com/workers/A1Y3WF3641GHGZ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
563,A1Y6A06F81BCHR,https://requester.mturk.com/workers/A1Y6A06F81BCHR,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
564,A1YBG1VIIO80DZ,https://requester.mturk.com/workers/A1YBG1VIIO80DZ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
565,A1YGV1J2URRQDG,https://requester.mturk.com/workers/A1YGV1J2URRQDG,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
566,A1YHIQHLLLQIIQ,https://requester.mturk.com/workers/A1YHIQHLLLQIIQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
567,A1YSYI926BBOHW,https://requester.mturk.com/workers/A1YSYI926BBOHW,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
568,A1YT6E0W0SDP0R,https://requester.mturk.com/workers/A1YT6E0W0SDP0R,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
569,A1YV7SCB1OHMUT,https://requester.mturk.com/workers/A1YV7SCB1OHMUT,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
570,A1YWKBTGMG496B,https://requester.mturk.com/workers/A1YWKBTGMG496B,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
571,A1YXAFK3TGTJ0C,https://requester.mturk.com/workers/A1YXAFK3TGTJ0C,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
572,A1YXH2CG99VRCZ,https://requester.mturk.com/workers/A1YXH2CG99VRCZ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
573,A1YZ0ETOCJO1B2,https://requester.mturk.com/workers/A1YZ0ETOCJO1B2,2,2,100.00%,2,2,100.00%,0,0,0.00%,,,,,,,1.0,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
574,A1Z2A5CGJSEOTN,https://requester.mturk.com/workers/A1Z2A5CGJSEOTN,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
575,A1Z44MMI9OQNUA,https://requester.mturk.com/workers/A1Z44MMI9OQNUA,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
576,A1Z6SEA95MEBTN,https://requester.mturk.com/workers/A1Z6SEA95MEBTN,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
577,A1ZA9BZNCOW720,https://requester.mturk.com/workers/A1ZA9BZNCOW720,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
578,A1ZAGA05V3SYTU,https://requester.mturk.com/workers/A1ZAGA05V3SYTU,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
579,A1ZDR2UN7M92LI,https://requester.mturk.com/workers/A1ZDR2UN7M92LI,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
580,A1ZFTV403BYKYJ,https://requester.mturk.com/workers/A1ZFTV403BYKYJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
581,A1ZG2V2YO558WL,https://requester.mturk.com/workers/A1ZG2V2YO558WL,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
582,A1ZH5VWU96MECI,https://requester.mturk.com/workers/A1ZH5VWU96MECI,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
583,A1ZJ8W1AZSOYYL,https://requester.mturk.com/workers/A1ZJ8W1AZSOYYL,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
584,A1ZSL5ZLN9DLAK,https://requester.mturk.com/workers/A1ZSL5ZLN9DLAK,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
585,A1ZSLD5Y0P68JM,https://requester.mturk.com/workers/A1ZSLD5Y0P68JM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
586,A1ZVTAK0GLO959,https://requester.mturk.com/workers/A1ZVTAK0GLO959,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
587,A1ZYB2THUYD308,https://requester.mturk.com/workers/A1ZYB2THUYD308,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
588,A200VSZL1H5SAB,https://requester.mturk.com/workers/A200VSZL1H5SAB,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
589,A202R2H0PSEDHI,https://requester.mturk.com/workers/A202R2H0PSEDHI,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
